"","Weather Forecast for Main Cities","","","","30-Dec-2023"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","30","24","95","85","Several spells of showers"
"Batticaloa","29","24","95","85","Showers or thundershowers at times"
"Colombo","32","24","95","70","Showers or thundershowers after 2.00p.m"
"Galle","31","24","95","75","Showers or thundershowers after 2.00p.m"
"Jaffna","29","24","95","80","A few showers"
"Kandy","27","22","95","85","Several spells of showers"
"Nuwara-Eliya","17","14","95","85","Showers at times"
"Ratnapura","31","23","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","30","25","95","75","Showers or thundershowers at times"
"Mannar","30","25","95","80","A few showers"
