"","පේධ්‍තිකේ පුකරෝ ථන මොර්ගය සහ පේධ්‍තිකේ තීවෘතොවය","",""
"දිනය/කේලොව)","ස
්ථොනය","උපරිම සුළකේ කේගය (පැයට කි. මි.)","ැළඹිලි ස්වභොවය"
"(ශ්‍රි ලෙං ො පැය)","(උතුරු අක්්ොෙංශ oN","",""
"","නැකගනහිර කේශොෙංශ  oE)","",""
"","","","පීඩන අවපොතයක්"
"25.11.24/1200","5.7/84.3","45-55 විටින් විට  65 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"26.11.24/0000","6.8/83.5","50-60 විටින් විට  70 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"26.11.24/1200","7.9/82.8","50-60 විටින් විට  70 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"27.11.24/0000","8.9/82.1","55-65 විටින් විට  75 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"27.11.24/1200","9.8/81.5","55-65 විටින් විට  75 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"28.11.24/0000","10.8/80.9","55-65 විටින් විට  75 දක්වො",""
