"Kegalle","","","","","","","2","9","","","","","1"
"Dehiowita","High wind","","","","","","1","6","","","","",""
"Mawanella","2020.05.22
Tree Fallan","","","","","","1","5","","","","","1"
"Kegalle","Cutting Failure","","","","","","1","4","","","","","1"
"දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","0","0","0","2","4","84","293","0","1","0","1","47"
"සබරගමුෙ පලාත","","","","","","","","","","","","",""
"Palmadulla","","2","7","31","","","1362","5033","1","","","14","1088"
"rg;ufKt","","","","","","","","","","","","",""
"Opanayaka
Sabaragamuwa","","","","","","","336","1189","","","","4","31"
"Eheliyagoda","","","","","","","6","20","","","","","6"
"Ayagama","","1","3","7","","","296","765","","","","1","49"
"Embilipitiya","","","","","","","10","37","","","","","10"
"Rathnapura","","1","3","11","","","1986","8105","2","","","1","359"
"Kahawattha","","","","","3","12","48","203","","","","","8"
"Kiriella","","","","","","","147","647","","","","","2"
"රත්නපුර ,uj;jpdGhp","Flood and","","","","","","","","","","","",""
"2
Kalawana","2020.05.19","","","","","","32","111","","","","","27"
"Rathnapura","Landslide","","","","","","","","","","","",""
"Elapatha","","","","","2","5","268","952","","","","2","49"
"Nivithigala","","","","","","","85","277","","","","","14"
"Ibulpe","","","","","","","36","138","","","","","35"
"Balangoda","","2","17","73","","","302","1112","","","","1","186"
"Kolonna","","","","","1","4","33","133","","","","1","35"
"Weligapola","","","","","48","171","61","211","","","","1","9"
"Kuruvita","","","","","10","36","92","360","","","","","23"
"Godakawala","","","","","","","24","84","","","","","23"
