"","","","Galgamuwa","","","516","1849","","","","","","","","","","",""
"","","","Ambanpola","","","1687","5243","","","","","","","","","","",""
"","","","Giribawa","","","2523","7063","","","","","","","","","","",""
"","","","","Drought","2018","","","","","","","","","","","","",""
"","","","Mahawa","","","1166","3461","","","","","","","","","","",""
"","","කුරුණෑගල","","","","","","","","","","","","","","","",""
"","6","FUdhfy;","Bamunukotuwa","","","248","794","","","","","","","","","","",""
"වයඹ","","Kurunegala","","","","","","","","","","","","","","","",""
"","","","Ahatuwewa","","","1335","3319","","","","","","","","","","",""
"පලාත/tlNk","","","","","","","","","","","","","","","","","",""
"","","","Weerabugedara","","","98","365","","2","","4","94","","5","","","",""
"y;","","","","","2018.08.15","","","","","","","","","","","","",""
"khfhzk;/","","","Mallawapitiya`","High Wind","","1","2","","","","","1","","","","","",""
"North","","","Mawathagama","","2018.08.16","1","2","","","","","1","","","","","",""
"Western/","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","7575","22098","0","2","0","4","96","0","5","0","0","0",""
"","","පුත්තලම  Gj;jsk;","","","","","","","","","","","","","","","",""
"","7","","Chilaw","High Wind","2018.08.18","","6","","","","","","","","","","",""
"","","Puttalama","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","0","6","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","7575","22104","0","2","0","4","96","0","5","0","0","0",""
"","","","Hingurakgoda","High wind","2018.08.23","28","110","","","","1","23","4","","","","",""
"","","නපොනලොන් රුව","","","","","","","","","","","","","","","","207 - Manampitiya GN"
"","8","nghyd;dWit","Dimbulagala","","","555","1977","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Divition"
"","","Polonnaruwa","","Drought","2018.06.01","","","","","","","","","","","","",""
"උතුරුමැද","","","Welikanda","","","3620","13319","","","","","","","","","","",""
"පලාත/tlkj;","","","","","","","","","","","","","","","","","",""
"","","","Madirigiriya","","","10","35","","","","","","","","","","",""
"jpa","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","4213","15441","0","0","0","1","23","4","0","0","0","0",""
"khfhzk;/","","","","","","","","","","","","","","","","","",""
"North","","අනුරාධපුර","Mahavilachchiya","","","2949","8810","","","","","","","","","","",""
"Central/","9","m.Guk;","Nochchiyagama","Drought","2016.09.20","395","1215","","","","","","","","","","",""
