"","","","","","","",""
"","Locations for Potential Risk  
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ   fdjpahd mghaKs;s ,lq;fs;","","","","","",""
"","","","","","","",""
"","District","Level 1 (Yellow)","","Level 2 (Amber)","","Level 3 (Red)",""
"","","","","","","",""
"","Colombo","D
Seethawaka 
ivisional Secretariat","","","","",""
"","","Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Galle","","","","","",""
"","","Elpitiya,","","","","",""
"","","Yakkalamulla, 
Nagoda and 
Baddegama","","","","",""
"","","","","","","",""
"","","D
ivisional Secretariat","","","","",""
"","","Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Kalutara","Palindanuwara, 
↓ Walallawita and 
Mathugama","","","","",""
"","","","","","","",""
"","","D
ivisional Secretariat  
Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Kandy","D
Udunuwara 
ivisional Secretariat","","","","",""
"","","Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Kegalle","D
Dehiowita 
ivisional Secretariat","","","","",""
"","","Division(s) (DSD) and","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","Kurunegala","D
Alawwa 
ivisional Secretariat","","","","",""
"","","Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Matara","","","","","",""
"","","Pitabeddara, 
↓ Welipitiya and 
Kotapola","","","","",""
"","","","","","","",""
"","","D
ivisional Secretariat  
Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
"","Nuwara Eliya","D
Ambagamuwa and 
↓ Kotmale 
ivisional Secretariat  
Division(s) (DSD) and","","","","",""
"","","","","","","",""
"","","surrounding areas.","","","","",""
"","","","","","","",""
"","","","","","","",""
