"","2022.12.07","1","4","","","","","1","","","","",""
"කෑගල්ල","","","","","","","","","","","","",""
"8
Dehiovita","High Wind","","","","","","","","","","","",""
"Nffhiy  Kegalle","","","","","","","","","","","","",""
"","2022.12.08","1","3","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","2","7","0","0","0","0","2","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","1950","7089","1","5","0","1","1914","82","0","0","0","0"
"Delft","2022.12.09","1","5","","","","","1","","","","",""
"Kayts","2022.12.09","13","52","","","","","7","","","","",""
"Karaveddy","2022.12.09","2","4","","","","","2","","","","",""
"Pointpedro","2022.12.08","15","54","","","","","10","1","","","",""
"Kopay","2022.12.09","7","32","","","","","5","2","","","",""
"Velnai","2022.12.08","13","47","","","","","10","2","","","",""
"යාපනය 
Uduvil","2022.12.08","5","17","","","","","4","","","","",""
"9","High Wind","","","","","","","","","","","",""
"aho;g;ghzk; Jaffna","","","","","","","","","","","","",""
"Nallur","2022.12.09","13","49","","","","","8","","","","",""
"Chavakachcheri","2022.12.09","7","28","","","","","7","","","","",""
"Sandilippay","2022.12.09","11","44","","","","","9","2","1","","",""
"Chankanai","2022.12.09","38","153","","","","2","19","","","","",""
"Kareinagar","2022.12.09","10","27","","","","","9","1","","","",""
"Jaffna","2022.12.09","5","19","","","","","5","","","","",""
"Maruthankerny","2022.12.09","2","3","","","","","2","","1","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","142","534","0","0","0","2","98","8","2","0","0","0"
"Puthukkudiyiruppu","","85","265","","","","1","40","2","2","","",""
"Manthhai East","","21","67","","","","","21","","","","",""
"මුලතිව්","","","","","","","","","","","","",""
"Odduusudan
උතුරු පලාත","High Wind & Heavy","134","453","","","","","116","","","","",""
"10
Ky;iyj;jPT","2022.12.08","","","","","","","","","","","",""
"tl khfhzk; 
rain
Maritimepattu","","71","238","","","","","69","","","","",""
"Mulaitivu","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","",""
"Thunukkai","","14","43","","","","","14","","","","",""
"Welioya","","21","58","","","","","21","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","346","1124","0","0","0","1","281","2","2","0","0","0"
"වව්ියාව     
Vavuniya","High Wind
2022.12.08","6","20","","","","","4","2","","","",""
"11
tTdpah","","","","","","","","","","","","",""
"Vavuniya South
Vavuniya","High Wind
2022.12.09","3","9","","","","","3","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","9","29","0","0","0","0","7","2","0","0","0","0"
"Karachchi","","17","51","","","","","14","","","","",""
"කිලිමනාච්චිය","","","","","","","","","","","","",""
"Kandawalai","High Wind & Heavy","165","578","","","","","27","","","","",""
"12
fpspnehr;rp","2022.12.09","","","","","","","","","","","",""
"rain
Ponakary","","14","44","","","","","14","","","","",""
"Killinochchi","","","","","","","","","","","","",""
"Pallai","","77","226","","","","","14","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","273","899","0","0","0","0","69","0","0","0","0","0"
"Mannar Town","","39","148","","","","","2","","","","",""
"Musali","","","","","","","","","1","","","",""
"මනනාරම","","","","","","","","","","","","",""
"kd;dhH     
13
Nannaitan","High Wind
2022.12.08","5","17","","","","","4","","","","",""
"Mannar","","","","","","","","","","","","",""
"Manithai West","","2","7","","","","","1","1","","","",""
"Madhu","","4","12","","","","","4","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","50","184","0","0","0","0","11","2","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","820","2770","0","0","0","3","466","14","4","0","0","0"
"හම්බනමතාට","","","","","","","","","","","","",""
"14
Katuwana
`k;ghe;Njhl;il 
දකුනු පලාත","High Wind
2022.12.08","7","25","","","","1","6","","","","",""
"Hambantota","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
