"","","","Wallawaya","2018.08.01","350","1400","","","","","","","","","",""
"","","නමොනරාෙල","","","","","","","","","","","","","",""
"","","","Monaragala","2018.07.02","600","2000","","","","","","","","","",""
"","19","nkhdwhfiy","","Drought","","","","","","","","","","","",""
"","","","Buttala","2018.07.02","315","1417","","","","","","","","","",""
"","","Moneragala","","","","","","","","","","","","","",""
"ඌව/Cth","","","Tanamalwila","2018.06.01","2131","7052","","","","","","","","","",""
"khfhzk;/U","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","3396","11869","0","0","0","0","0","0","0","0","0","0"
"va","","","","","","","","","","","","","","","",""
"","","බදුේල/gJs;is/B","","","","","","","","","","","","","",""
"","20","","Mahiyanganaya","Drought
2018.09.11","1294","4524","","","","","","","","","",""
"","","adulla","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1294","4524","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","4690","16393","0","0","0","0","0","0","0","0","0","0"
"","","","Beruwala","","23150","125750","","","","","","","","","",""
"","","","Kalutara","","17332","75017","","","","","","","","","",""
"","","කළුතර","","","","","","","","","","","","","",""
"","","","Matugama","","940","3894","","","","","","","","","",""
"","21","fSj;Jiw","","Salt water Intrusion  2018.09.07","","","","","","","","","","","",""
"","","","Panadura","","1662","5850","","","","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","",""
"Western/","","","Dodangoda","","1105","3715","","","","","","","","","",""
"Nky;","","","Horana","","185","820","","","","","","","","","",""
"khfhzk;බ","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","44374","215046","0","0","0","0","0","0","0","0","0","0"
"ස්නාහිර පලාත","","","","","","","","","","","","","","","",""
"","","නකොළඹ nfhOk;G","","","","","","","","","","","","","",""
"","22","","Jayawardhanapura","2018.09.25
Flood","30","140","","","","","","","","1","30","140"
"","","Colombo","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","30","140","0","0","0","0","0","0","0","1","30","140"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","44404","215186","0","0","0","0","0","0","0","1","30","140"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","304374","1096267","4","2","0","10","417","0","0","2","46","204"
"","","","","","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
