"","Weather Forecast for Main Cities","","","Date :","23-May-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","90","65","A few showers"
"Batticaloa","34","27","90","60","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","26","95","70","Showers or thundershowers at times"
"Galle","30","26","95","80","Showers or thundershowers at times"
"Jaffna","33","28","85","65","A few showers"
"Kandy","29","23","95","70","Showers or thundershowers at times"
"Nuwara-Eliya","19","15","95","80","Showers or thundershowers at times"
"Ratnapura","31","24","95","75","Showers or thundershowers at times"
"Trincomalee","32","26","85","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","29","85","70","A few showers"
