"","Weather Forecast for Main Cities","","","","26-Feb-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","90","70","A few showers"
"Batticaloa","31","26","95","80","Several spells of showers"
"Colombo","34","26","80","70","Showers or thundershowers are likely after 4.00p.m"
"Galle","31","26","85","70","Showers or thundershowers after 4.00p.m"
"Jaffna","33","24","80","65","A few showers"
"Kandy","32","20","90","65","Showers or thundershowers are likely after 4.00p.m"
"Nuwara-Eliya","21","9","75","60","Several spells of light showers"
"Ratnapura","35","23","80","60","Showers or thundershowers are likely after 4.00p.m"
"Trincomalee","32","25","95","70","Several spells of showers"
"Mannar","33","25","85","70","A few showers"
