"","Weather Forecast for Main Cities","","","","2-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","24","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","30","25","95","75","Showers or thundershowers after 2.00p.m"
"Colombo","31","24","95","70","Showers or thundershowers"
"Galle","29","25","90","80","Showers or thundershowers"
"Jaffna","30","24","95","75","Showers or thundershowers"
"Kandy","30","21","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","20","12","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","32","22","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","30","24","95","75","Showers or thundershowers after 2.00p.m"
"Mannar","31","25","90","70","Showers or thundershowers after 2.00p.m"
