"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","",""
"","Dehiowita","Lightning","2024.01.06","1","1","","","","","1","","","","",""
"","","Cutting Faliure","2024.01.07","1","3","","","","","1","","","","",""
"කෑගල්ල","Deraniyagala","","","","","","","","","","","","","",""
"4","","Tree Fallen","2024.01.07","1","2","","","","","1","","","","",""
"","Nffhiy  Kegalle","","","","","","","","","","","","","",""
"","Ruwanwella","Lightning","2024.01.06","5","22","","","","","5","","","","",""
"","Rambukkana","Tree Fallen","2024.01.06","1","4","","","","","1","","","","",""
"","Mawanella","Tree Fallen","2024.01.07","2","5","","","","","2","","","","",""
"","","Tree Fallen","2024.01.06","2","9","","","","","2","","","","",""
"","Yatiyanthota","Cutting Faliure","2024.01.06","1","3","","","","","1","","","","",""
"","","Lightning","2024.01.06","1","3","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","15","52","0","0","0","0","15","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","41","147","0","0","0","0","40","0","0","0","0","0"
"","Ampara","Heavy Rain","2024.01.04","6","19","","","","","6","","","","",""
"","Mahaoya","Heavy Rain","2024.01.03-07","6","20","","","","","6","","","","",""
"අම්පාර","","","","","","","","","","","","","","",""
"mk;ghiw  
5","Uhana","Heavy Rain / wind","2024.01.03-08","8","30","","","","","8","","","","",""
"නැවගනහිර පලාත 
Ampara","","","","","","","","","","","","","","",""
"","Padiyathalawa","Heavy Rain","2024.01.04-07","8","20","","","","","8","","","","",""
"fpof;F   Eastern","","","","","","","","","","","","","","",""
"","Damana","Heavy Rain","2024.01.06-08","5","14","","","","","5","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","33","103","0","0","0","0","33","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","33","103","0","0","0","0","33","0","0","0","0","0"
"","Thagalla","Heavy Rain / Wind","2024.01.05-06","3","10","","","","1","2","","","","",""
"","Lunugamwehera","Heavy Rain","2024.01.07","4","10","1","","","1","3","","","","",""
"හම්බනවතාට","","","","","","","","","","","","","","",""
"","Beliaththa","Heavy Rain / Wind","2024.01.03-04","1","5","","","","","1","","1","","",""
"6
`k;ghe;Njhl;il","","","","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","",""
"","Thissamaharama","Heavy Rain / Wind","2024.01.02","12","47","","","","","","","","","",""
"Hambantota","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","",""
"","Hambanthota","Heavy Rain","2024.01.03-04","2","5","","","","","2","","","","",""
"Southern","","","","","","","","","","","","","","",""
"","Walasmulla","Heavy Rain / Wind","2024.01.05","3","11","","","","","3","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","25","88","1","0","0","2","11","0","1","0","0","0"
