"","","මාතවල්","","","","","","","","","","","","","","",""
"","","","Pallepola","","2019.03.11","36","110","","","","","","","","","",""
"","8","khj;jis","","Drought","","","","","","","","","","","","",""
"","","Matale","Rattota","","2019.03.28","5659","20246","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","5695","20356","0","0","0","0","0","0","0","0","0","0"
"","","","Delthota","","2019.03.17","125","622","","","","","","","","","",""
"","","","Akurana","","2019.02.10","120","430","","","","","","","","","",""
"","","","Pathahewahata","","2019.03.28","1105","2918","","","","","","","","","",""
"මධයම පලාත","","","","","","","","","","","","","","","","",""
"","","නුවර","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","Meda Dumbara","","2019.03.21","405","1630","","","","","","","","","",""
"","9","fz;b","","Drought","","","","","","","","","","","","",""
"Central","","","","","","","","","","","","","","","","",""
"","","","Poojapitiya","","2019.04.01","850","4175","","","","","","","","","",""
"","","Kandy","","","","","","","","","","","","","","",""
"","","","Panvila","","2019.04.02","530","1600","","","","","","","","","",""
"","","","Pathadummbara","","","300","1250","","","","","","","","","",""
"","","","","","2019.04.03","","","","","","","","","","","",""
"","","","Kundasale","","","30","100","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","3465","12725","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","9160","33081","0","0","0","0","0","0","0","0","0","0"
"","","","Devinuwara","","","281","1137","","","","","","","","","",""
"","","මාතර","","","","","","","","","","","","","","",""
"","10","khj;jiw","Matara","Drought","2019.03.01","296","942","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","","","",""
"","","Matara","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","Hakmana","","","70","318","","","","","","","","","",""
"Southern","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","647","2397","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","647","2397","0","0","0","0","0","0","0","0","0","0"
"","","ගම්පහ","","","","","","","","","","","","","","",""
"","11","fk;g`h","Diulapitaiya","Drought","2019.03.14","4057","13520","","","","","","","","","",""
"","","Gampaha","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","4057","13520","0","0","0","0","0","0","0","0","0","0"
"","","","Kalutara","","","17332","75017","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","",""
"","","කළුතර","Beruwala","","","23150","125750","","","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","","","","","",""
"බස්නාහිර පලාත","12","fSj;Jiw","Mathugama","","Salt water instrusion2019.03.28","60","235","","","","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","","",""
"","","","Panadura","","","1662","5850","","","","","","","","","",""
"","","","Dodangoda","","","323","1287","","","","","","","","","",""
"","","","","","","42527","208139","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","46584","221659","0","0","0","0","0","0","0","0","0","0"
"","","","Dimbulagala","","","954","2962","","","","","","","","","",""
"","","","","","2019.03.27","","","","","","","","","","","",""
"","","වපාවලාන්නරුව","Thamankaduwa","","","190","660","","","","","","","","","",""
"උතුරුමැද","13","","","Drought","","","","","","","","","","","","",""
"","","nghyd;dWit","","","","","","","","","","","","","","",""
"පලාත/tlkj;jpa","","","Higurakgoda","","","200","980","","","","","","","","","",""
"","","Polonnaruwa","","","","","","","","","","","","","","",""
"","","","","","2019.04.08","","","","","","","","","","","",""
"khfhzk;/ North","","","","","","","","","","","","","","","","",""
"","","","Walikanda","","","684","2765","","","","","","","","","",""
"Central/","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","2028","7367","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","2028","7367","0","0","0","0","0","0","0","0","0","0"
"","","","Thirukkovil","","2019.03.15","306","1110","","","","","","","","","",""
"","","","Uhana","","2019.04.01","32","145","","","","","","","","","",""
"","","අම්පාර  mk;ghiw","","","","","","","","","","","","","","",""
"","14","","Dehiattakandiya","Drought","2019.04.04","690","2570","","","","","","","","","",""
"නැවගනහිර","","","","","","","","","","","","","","","","",""
"","","Ampara","","","","","","","","","","","","","","",""
"පලාත/fpof;F/","","","Pottuvil","","2019.04.05","1195","3738","","","","","","","","","",""
"Eastern/","","","","","","","","","","","","","","","","",""
"","","","Mahaoya","","2019.04.08","1574","5994","","","","","","","","","",""
"","","දිස්ික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","3797","13557","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","3797","13557","0","0","0","0","0","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","99237","407730","0","0","0","0","13","0","0","1","2","13"
"","","","","","","","","රාජකාරි භාර ිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
