"H","eavy rain advisory for the next three days","","",""
"Province","District","29th Nov.","30th Nov.","01th Dec."
"","","Showers or","",""
"","","thundershowers at","",""
"","","","","Several spells of"
"","","times ;Fairly heavy","Several spells of",""
"","Mullaittivu","","","showers"
"","","","showers",""
"","","rainfall above 75mm","",""
"","","at some places","",""
"","","Showers or","Showers at times","Several spells of"
"","","thundershowers at","","showers"
"Northern","","","",""
"","Jaffna","times ;Fairly heavy","",""
"","","rainfall above 75mm","",""
"","","at some places","",""
"","","Showers or","Several spells of",""
"","","","","Several spells of"
"","","thundershowers at","",""
"","","","showers",""
"","","times ;Fairly heavy","","showers"
"","Vavuniya","","",""
"","","rainfall above 75mm","",""
"","","at some places","",""
