"ෆගාඩබිම ප්‍රෆේශ:","","",""
"ඉදිරි දින තුන සඳහා තද සුළෙං පිළිබද අනතුරු ඇඟවීම.","","",""
"පළාත","","",""
"","ෆනාවැම්බර් 29","ෆනාවැම්බර් 30","ෆදසැම්බර්  01"
"","විටිේ විට ෙැ.කි.මි.(50-55)","වි","විටිේ විට ෙැ.කි.මි.(40-50)"
"උතුර","","ටිේ විට ෙැ.කි.මි.(40-50)",""
"","ෙමණ දක්වො වන තද සුළං","","ෙමණ දක්වො වන තද සුළං"
"","","ෙමණ දක්වො වන තද සුළං",""
"","විටිේ විට ෙැ.කි.මි.(50-55)","විටිේ විට ෙැ.කි.මි.(40-50)","විටිේ විට ෙැ.කි.මි.(40-50)"
"උතුරු-මැද","","",""
"","ෙමණ දක්වො වන තද සුළං","ෙමණ දක්වො වන තද සුළං","ෙමණ දක්වො වන තද සුළං"
"","විටිේ විට ෙැ.කි.මි.(50-55)","ෙැ.කි.මි.(30-40) ෙමණ දක්වො","ෙැ.කි.මි.(30-40) ෙමණ දක්වො"
"නැෆගනහිර","","",""
"","ෙමණ දක්වො වන තද සුළං","වන තරමක තද සුළං","වන තරමක තද සුළං"
"","ෙැ.කි.මි.(30-40) ෙමණ දක්වො","ෙැ.කි.මි.(30-40) ෙමණ දක්වො","විටිේ විට ෙැ.කි.මි.(40-50)"
"සබරගමුව","","",""
"","වන තරමක තද සුළං","වන තරමක තද සුළං","ෙමණ දක්වො වන තද සුළං"
"","ෙ","ෙැ.කි.මි.(30-40) ෙමණ දක්වො","විටිේ විට ෙැ.කි.මි.(40-50)"
"බසරනොහිර","ැ.කි.මි.(30-40) ෙමණ දක්වො","",""
"","","වන තරමක තද සුළං","ෙමණ දක්වො වන තද සුළං"
"","වන තරමක තද සුළං","",""
"දකුණ","","",""
"","වි","විටිේ විට ෙැ.කි.මි.(40-50)","විටිේ විට ෙැ.කි.මි.(40-50)"
"","ටිේ විට ෙැ.කි.මි.(40-50)","",""
"","","ෙමණ දක්වො වන තද සුළං","ෙමණ දක්වො වන තද සුළං"
"","ෙමණ දක්වො වන තද සුළං","",""
"ඌව","","",""
"","ෙ","ෙැ.කි.මි.(30-40) ෙමණ දක්වො","ෙැ.කි.මි.(30-40) ෙමණ දක්වො"
"","ැ.කි.මි.(30-40) ෙමණ දක්වො","",""
"","","වන තරමක තද සුළං","වන තරමක තද සුළං"
"","වන තරමක තද සුළං","",""
"වයඹ","","",""
"","විටිේ විට ෙැ.කි.මි.(40-50)","ෙැ.කි.මි.(40-50) ෙමණ දක්වො","විටිේ විට ෙැ.කි.මි.(40-50)"
"","ෙමණ දක්වො වන තද සුළං","වන තරමක තද සුළං","ෙමණ දක්වො වන තද සුළං"
"මධ්‍යම","","",""
"","ෙැ.කි.මි.(40-50) ෙමණ දක්වො","ෙැ.කි.මි.(40-50) ෙමණ දක්වො","විටිේ විට ෙැ.කි.මි.(40-50)"
"","වන තරමක තද සුළං","වන තරමක තද සුළං","ෙමණ දක්වො වන තද සුළං"
