"","","Showers or","",""
"","","","","Several spells of"
"","","thundershowers at","",""
"","","","","showers"
"","Mannar","times ;Fairly heavy","Showers at times",""
"","","rainfall above 75mm","",""
"","","at some places","",""
"","","Showers or","",""
"","","","","Several spells of"
"","","thundershowers at","",""
"","","","","showers"
"","Kilinochchi","times ;Fairly heavy","Showers at times",""
"","","rainfall above 75mm","",""
"","","at some places","",""
"","","Several spells of","Several spells of","Several spells of"
"","Anuradhapura","showers","showers","showers"
"North-Central","","","",""
"","","Several spells of","",""
"","","","A few showers","A few showers"
"","Polonnaruwa","showers","",""
"","","Several spells of","Several spells of",""
"","","","","A few showers"
"","Trincomalee","showers","showers",""
"","","Several spells of","Showers or",""
"","","showers","thundershowers",""
"","","","","A few showers"
"","Ampara","","during the evening or",""
