"සුළං සද ා අනුරු ඇඟවීම","","",""
"පළා","තනාවැම්බර් 23","තනාවැම්බර් 24","තනාවැම්බර් 25"
"","පැ.කි.මි.(30-40) පමණ","විටින් විට පැ.කි.මි.(40-",""
"","","","විටින් විට පැ.කි.මි.(50-60)"
"උතුර","දක්වා වන තරමක තද","50) පමණ දක්වා වන තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
"","පැ.කි.මි.(30-40) පමණ","විටින් විට පැ.කි.මි.(40-",""
"","","","විටින් විට පැ.කි.මි.(50-60)"
"උතුරු-මැද","දක්වා වන තරමක තද","50) පමණ දක්වා වන තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
"","පැ.කි.මි.(30-40) පමණ","විටින් විට පැ.කි.මි.(40-",""
"","","","විටින් විට පැ.කි.මි.(50-60)"
"නැතගනහිර","දක්වා වන තරමක තද","50) පමණ දක්වා වන තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
"","පැ.කි.මි.(30-40) පමණ","විටින් විට පැ.කි.මි.(40-",""
"","","","විටින් විට පැ.කි.මි.(40-50)"
"වයෙ","දක්වා වන තරමක තද","50) පමණ දක්වා වන තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
"","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(30-40) පමණ",""
"","","","විටින් විට පැ.කි.මි.(40-50)"
"දකුණ","දක්වා වන තරමක තද","දක්වා වන තරමක තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
"","පැ.කි.මි.(30-40) පමණ","පැ.කි.මි.(30-40) පමණ",""
"","","","විටින් විට පැ.කි.මි.(40-50)"
"තසසු පළාත්","දක්වා වන තරමක තද","දක්වා වන තරමක තද",""
"","","","පමණ දක්වා වන තද සුළං"
"","සුළං","සුළං",""
