"","","2","හම්බන්තොට","","","","","","","","","","","","","","","",""
"","","","","","Dry Weather","","","","","","","","","","","","","",""
"","","","`k;ghe;Njhl;il","Lunugamwehera","","2025.09.25","197","555","","","","","","","","","","",""
"දකුණු පලොත      
njd; khfhzk; 
Southern","","","Hambantota","","Condition","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","197","555","0","0","0","0","0","0","0","0","0","0",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","197","555","0","0","0","0","0","0","0","0","0","0",""
