"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","35","24","90","45","பிரதானமாக சீரான வானிலை"
"மட்டக்களப்பு","31","25","95","70","பிரதானமாக சீரான வானிலை"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மலை அை் ைது இடியுடன்"
"வகாழும் பு","33","25","85","60",""
"","","","","","கூடிய மலை பபய் யும் சாத்தியம்"
"","","","","","பி.ப. 4.00 மணிக்குப் பின் னர் மலை அை் ைது இடியுடன்"
"காலி","32","25","90","65",""
"","","","","","கூடிய மலை பபய் யும் சாத்தியம்"
"யாழ் ப்பாணம்","32","24","90","65","பிரதானமாக சீரான வானிலை"
"","","","","","பி.ப. 4.00 மணிக்குப் பின் னர் மலை அை் ைது இடியுடன்"
"கண் டி","32","21","90","50",""
"","","","","","கூடிய மலை பபய் யும் சாத்தியம்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மலை அை் ைது இடியுடன்"
"நுவவரலியா","22","11","95","60",""
"","","","","","கூடிய மலை பபய் யும் சாத்தியம்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மலை அை் ைது இடியுடன்"
"இரத்தினபுரி","35","23","90","50",""
"","","","","","கூடிய மலை பபய் யும் சாத்தியம்"
"திருககாணமலை","33","24","90","60","பிரதானமாக சீரான வானிலை"
