"","","2019.10.13","3","12","","","","","","","","","",""
"","","Heavy Rain","","","","","","","","","","","",""
"","Harispaththuwa","2019.10.16","1","4","","","","","","","","","",""
"","","Cutting Failure
2019.10.14","1","5","","","","","","","","","",""
"","Delthota","High Wind
2019.10.15","3","14","","","","1","2","","","","",""
"","","High Wind","1","3","","","","","1","","","","",""
"","","2019.10.15","","","","","","","","","","","",""
"","","Lightning","1","4","","","","","1","","","","",""
"","Medadumbara","","","","","","","","","","","","",""
"","","Highwind","1","9","","","","","1","","","","",""
"","","2019.10.16","","","","","","","","","","","",""
"","","Tree Fallen","1","3","","","","","1","","","","",""
"","Minipe","High Wind
2019.10.17","1","2","","","","","1","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","126","536","0","1","0","1","100","1","0","1","1","9"
"","","Rock Fallen 
2019.10.12","1","7","","","","","","","","","",""
"","Walapane","","","","","","","","","","","","",""
"","","Tree Fallen
2019.10.03","2","6","","","","","2","","","","",""
"නුවරඑලිය","","","","","","","","","","","","","",""
"","","Flood
2019.10.09","38","182","","","","","38","","","1","38","182"
"2
Etnuypah","Ambagamuwa","","","","","","","","","","","","",""
"Nuwara Eliya","","Fire
2019.09.20","30","126","","","","16","14","","","1","30","126"
"","","Landslide
2019.10.09/10","2","18","","","","","","","","","",""
"","Nuwaraeliya","","","","","","","","","","","","",""
"","","Landslide risk
2019.10.08","1","3","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","74","342","0","0","0","16","54","0","0","2","68","308"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","200","878","0","1","0","17","154","1","0","3","69","317"
"","","Tree Fallen
2019.10.09","2","6","","","","","2","","","","",""
"","","Rockfallen Risk
2019.10.09","1","2","","","","","","","","","",""
"","","Cutting Failure
2019.10.12","5","20","","","","","2","","","","",""
"","","Rock Fallen","2","8","","","","1","1","","","","",""
"","Mawanella","","","","","","","","","","","","",""
"","","2019.10.15
Heavy Rain","3","16","","","","","1","","","","",""
"","","Lightning","1","4","","","","","1","","","","",""
"","","Rock Fallen 
2019.10.16","1","2","","","","","1","","","","",""
"","","Heavy Rain
2019.10.16","2","12","","","","1","2","","","","",""
"","","Cutting Failure
2019.10.12","7","28","","","","1","27","","","","",""
"","","Lightning
2019.10.09","1","4","","","","","1","","","","",""
"","Kegalle","2019.10.13","1","7","","","","","","1","","","",""
"","","Heavy Rain","","","","","","","","","","","",""
"","","2019.10.15","2","8","","","","","","","","","",""
"","","Heavy Rain / Wind 2019.10.16","1","5","","","","","1","","","","",""
"කෑගල්ල","Deraniyagala","Cutting Failure
2019.10.12","6","25","","","","","6","","","","",""
"සබරගමුව පලාත 
3","","","","","","","","","","","","","",""
"Nffhiy","","Cutting Failure
2019.10.12","1","4","","","","","1","","","","",""
"rg;ufKt","Rambukkana","","","","","","","","","","","","",""
"Kegalle","","Heavy Rain / Wind 2019.10.15","2","5","","","","","2","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","",""
"","","Lightning
2019.10.12","6","26","","","","","5","","","","",""
"","Warakapola","","","","","","","","","","","","",""
"","","Tree Fallen
2019.10.12","3","13","","","","","3","","","","",""
"","","Lightning
2019.10.12","4","13","","","","","1","","","","",""
"","Yatiyantota","","","","","","","","","","","","",""
"","","Heavy Rain
2019.10.15","1","5","","","","","1","","","","",""
"","Galigamuwa","Heavy Rain
2019.10.12","12","38","","","","","4","","","","",""
"","","Fire
2019.10.09","1","3","","","","","1","","","","",""
"","","Cutting Fallen","1","2","","","","","","","","","",""
"","Dehiovita","","","","","","","","","","","","",""
"","","2019.10.15
Heavy Rain","3","13","","","","","","","","","",""
"","","Lighting","4","14","","","","","","","","","",""
"","Aranayake","Heavy Rain / Wind 2019.10.15","1","4","","","","","1","","","","",""
"","","Lightning
2019.10.13","1","4","","","","","","","","","",""
"","Ruwanwella","","","","","","","","","","","","",""
"","","Tree Fallen
2019.10.16","1","3","","","","","1","","","","",""
"","Bulathkohupitiya","Heavy Rain / Wind 2019.10.16","6","25","","","","","5","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","82","319","0","0","0","3","70","1","0","0","0","0"
