"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","35","25","95","50","ප්‍රධාන වශතයන් වැසි රහිත"
"මඩකලපුව","31","25","95","75","ප්‍රධාන වශතයන් වැසි රහිත"
"තකාළඹ","34","26","85","60","සවස 4.00න් පසුව වැසි ත ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ගාල්ල","33","25","90","70","සවස 4.00න් පසුව වැසි ත ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"යාපනය","34","24","90","70","ප්‍රධාන වශතයන් වැසි රහිත"
"ම නුවර","33","23","95","45","සවස 4.00න් පසුව වැසි ත ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"නුවරඑළිය","23","12","95","45","සවස 2.00න් පසුව වැසි ත ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"රේනපුරය","35","24","95","50","සවස 4.00න් පසුව වැසි ත ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ත්‍රිකුණාමලය","33","25","95","70","ප්‍රධාන වශතයන් වැසි රහිත"
