"","Weather Forecast for Main Cities","","","Date :","24-May-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","90","65","A few showers"
"Batticaloa","34","27","90","60","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","27","90","75","Showers at times"
"Galle","29","28","95","85","Showers at times"
"Jaffna","33","28","90","70","A few showers"
"Kandy","29","23","95","75","Several spells of showers"
"Nuwara-Eliya","21","16","95","80","Showers at times"
"Ratnapura","30","24","95","85","Showers at times"
"Trincomalee","34","27","90","55","Mainly fair"
"Mannar","32","29","85","70","A few showers"
