"උතුරු පලාත","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
"Northen
Drinking water","","","","","","","","","","","","",""
"මන්නාරම","","","","","","","","","","","","",""
"scarcity due to","","","","","","","","","","","","",""
"kd;dhH    
7
Madu","2023.08.03","952","3244","","","","","","","","","",""
"","prevailing dry weather","","","","","","","","","","","",""
"Mannar","","","","","","","","","","","","",""
"condition","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","952","3244","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","22666","72357","0","0","0","0","0","0","0","0","0","0"
"Drinking water","","","","","","","","","","","","",""
"බදුල්ල","","","","","","","","","","","","",""
"scarcity due to","","","","","","","","","","","","",""
"gJs;is   
8
Mahiyanganaya","2023.07.17","110","440","","","","","","","","","",""
"ඌව","prevailing dry weather","","","","","","","","","","","",""
"Badulla","","","","","","","","","","","","",""
"Cth khfhzk; 
condition","","","","","","","","","","","","",""
"Uva","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","110","440","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","110","440","0","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","28948","93175","0","0","0","0","3","0","0","0","0","0"
