"","பிரதான நகரங் களுக்கான வானிலை முன் னறிவித்தை்","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன்  (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"","","","","","பி.ப. 4.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"அனுராதபுரம்","34","26","90","60",""
"","","","","","மழை பபய் யும் சாத்தியம்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"மட்டக்களப்பு","34","27","90","65",""
"","","","","","மழை பபய் யும்"
"வகாழும் பு","31","27","95","70","அவ்வப்பபாது மழை பபய் யும்"
"காலி","29","25","90","85","அவ்வப்பபாது மழை பபய் யும்"
"யாழ் ப்பாணம்","33","24","85","65","அவ்வப்பபாது மழை பபய் யும்"
"கண் டி","28","22","90","65","அவ்வப்பபாது மழை பபய் யும்"
"நுவவரலியா","18","14","95","75","அவ்வப்பபாது மழை பபய் யும்"
"இரத்தினபுரி","31","24","95","75","அவ்வப்பபாது மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"திருககாணமலை","32","25","80","50",""
"","","","","","மழை பபய் யும்"
"மன் னார்","32","27","90","80","அடிக்கடி மழை பபய் யும்"
