"","","","FIGURE 01: Weather forecast for next 24hours at 1800 Hrs"
"District","Level 1 - Watchful","Level 2 - Alert","Level 3 - Evacuation"
"Matale","","Ambanganga Korale","Laggala"
"","","Ukuwela","Pallegama"
"","","Pallepola","Yatawatta"
"","","Matale","Naula"
"","","","Wilgamuwa, Rattota"
"Kandy","Phathahewaheta","","Ududumbara"
"","","","Medadumbara"
"Nuwara Eliya","Nuwara Eliya","Hanguranketha","Walapane"
"Badulla","","","Badulla"
"","","","Bandarawela"
"","","","Welimada"
"","","","Hali-Ela"
"","","","Uvaparanagama"
"","","","Ella"
"","","","Passara"
"","","","Lunugala"
"","","","Haputale"
"","","","Soranathota"
