"කකාළඹ","","","","","","","","","","","","",""
"6
Kolonnawa
Flood","2022.06.01","829","3511","","","","","","","","2","44","123"
"nfhOk;G Colombo","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","829","3511","0","0","0","0","0","0","0","2","44","123"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","3319","15108","0","0","0","0","28","0","0","2","44","123"
"Weligama
Cutting Failure","","","","","1","","","","","","","",""
"මාතර","","","","","","","","","","","","",""
"Akuressa","","7","41","","","","","7","","","","",""
"7
khj;jiw","2022.05.31","","","","","","","","","","","",""
"Heavy Rain
Matara
Kamburupitiya","","7","35","","","","","","","","","",""
"දකුනු පලාත    
Matara","","3","13","","","","","3","","","","",""
"njd; khfhzk; 
දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","17","89","0","1","0","0","10","0","0","0","0","0"
"Southern
හම්බනකතාට","","","","","","","","","","","","",""
"8
Amabalanthota
Highwind
`k;ghe;Njhl;il","2022.05.30","1","4","","","","","1","","","","",""
"Hambantota","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","1","4","0","0","0","0","1","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","18","89","0","1","0","0","10","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","4187","18346","1","1","0","0","173","0","0","4","54","166"
