"මාතර","","","","","","","","","","","","",""
"9
Kaburupitiya
Tree Fallen
khj;jiw","2019.03.23","8","36","","","","","8","","","","",""
"Matara","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","8","36","0","0","0","0","8","0","0","0","0","0"
"දකුනු පලාත","","","","","","","","","","","","",""
"ගාල්ල               
Akmeemana
njd; khfhzk;","","1","3","","","","1","","1","","","",""
"10
Fire 
fhyp        
Southern","2019.03.26","","","","","","","","","","","",""
"Ambalangoda
Galle","","","30","","","","1","","1","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1","33","0","0","0","2","0","2","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","9","69","0","0","0","2","8","2","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","12366","43226","0","5","0","3","220","26","0","2","13","58"
