"Northen","","","","","","","","","","","","",""
"","Mannar Town
Heavy Rain / Flood","2025.01.19
3763","13149","","","","","1","","","","",""
"","මන් ාරම","","","","","","","","","","","",""
"6","kd;dhH    
Madhu
Heavy Rain / Flood","2025.01.19
1","6","","","","","","","","","",""
"","Mannar","","","","","","","","","","","",""
"","Nanattan
Heavy Rain / Flood","2025.01.21
2","7","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","3766","13162","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","4427","15549","0","3","0","0","52","2","1","3","53","158"
"","Samanthurei","82","249","","","","","","","","","",""
"","Pottuvil","5354","17608","","","","","3","","","","",""
"","MahaOya","1","5","","","","","1","","","","",""
"7","Padiathalawa","3","9","","","","","3","","","","",""
"","අම්පාර","","","","","","","","","","","",""
"","mk;ghiw    
Heavy Rain & Flood
Navithaveli","2025.01.18
2","4","","","","","2","","","","",""
"","Ampara","","","","","","","","","","","",""
"","Ampara","7","28","","","","","7","","","","",""
"","Thirikkovil","1653","5203","","","","","","","","","",""
"","Uhana","1","4","","","","","","1","","","",""
"","Alayadivembu","3922","12690","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","11025","35800","0","0","0","0","16","1","0","0","0","0"
"","Manmunai North","13","32","","","","","","","","1","5","15"
"","Manmunai South / Eruvil","57","189","","","","","","","","","",""
"","Mamunai West","27","66","","","","","8","","","","",""
"","Manmunai pattu","1","4","","","","","1","","","","",""
"","Koralaipattu","23","76","","","","","","","","","",""
"ැනෙ හිර පලාත","මඩකලපුව","","","","","","","","","","","",""
"","Koralaipattu North","389","1088","","","","","","","","","",""
"fpof;F       
8","Flood
kl;lf;fsg;G","2025.01.13","","","","","","","","","","",""
"Eastern","Koralaipattu West","100","363","","","","","1","","","","",""
"","Batticaloa","","","","","","","","","","","",""
"","Koralaipattu South","433","1323","","","","","","","","","",""
"","Eravur Pattu","3520","11220","","","","","10","","","2","297","713"
"","Koralaipattu Central","102","386","","","","","","","","","",""
"","Porathivu Pattu","21","47","","","","","","","","","",""
"","Manmunai South West","53","139","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","4739","14933","0","0","0","0","20","0","0","3","302","728"
"","Muthur","15","61","","","","","15","","","","",""
"","Kuchchaveli","3","8","","","","","","","","","",""
"","Seruvila","37","128","","","","","4","","","","",""
"","ත්‍රීකුණාමලය","","","","","","","","","","","",""
"","Heavy Rain / Flood
Gomarankadawala","2025.01.19 / 18
6","13","","","","","","","","","",""
"9","jp.kiy","","","","","","","","","","","",""
"","Morawewa","59","234","","","","","2","","","","",""
"","Trincomalee","","","","","","","","","","","",""
"","Thambalagamuwa","133","371","","","","","","","","","",""
"","Kinniya","2","6","","","","","2","","","","",""
"","Verugal
Flood","2025.01.21
49","139","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","304","960","0","0","0","0","23","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","16068","51693","0","0","0","0","59","1","0","3","302","728"
"","නුවරඑලිය","","","","","","","","","","","",""
"10
මධයම පලාත","Maskeliya
Fire at Line houses
Etnuypah","2025.01.17
7","33","","","","","8","","","2","7","33"
"","Nuwara Eliya","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","",""
"Central","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","7","33","0","0","0","0","8","0","0","2","7","33"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","7","33","0","0","0","0","8","0","0","2","7","33"
"","Badulla
Heavy Rain","2025.01.14-21
48","196","","","","","14","","","","",""
"","Hali Ela
High Wind / Rain","2025.01.16-19
12","39","1","","","","8","","","1","4","14 Death reported due to"
"","","","","","","","","","","","","","tree fallen"
"","Uva Paranagama
Heavy Rain","2025.01.14-21
15","57","","","","","12","","","","",""
"","Meegahakiwula
High Wind / Rain","2025.01.18/19
3","11","","","","","3","","","","",""
"","Mahiyanganaya
High Wind / Rain","2025.01.16-19
59","210","","","","","8","2","","","",""
"","Kandaketiya
Heavy Rain","2025.01.14-21
15","43","","","","","14","","","","",""
"","Ella
Cutting Faliure / Rain","2025.02.17-20
5","17","","","","","5","","","","",""
"","බදුල්ල","","","","","","","","","","","",""
"11","gJs;is   
Heavy Rain
Lunugala","2025.01.12-19
6","19","","","","","7","","","","",""
"ඌව","","","","","","","","","","","","",""
"","Badulla","","","","","","","","","","","",""
"Cth khfhzk;","Heavy Rain
Soranatota","2025.01.16-20
5","19","","","","","5","","","","",""
"Uva","","","","","","","","","","","","",""
