"Northen","","","","","","","","","","","","",""
"මු඼තිව්","","","","","","","","","","","","",""
"10
Welioya
High Wind
Ky;iyj;jPT","2019.09.11","15","40","","","","","13","","","","",""
"Mulaitivu","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුල khtl;l $l;Lj;njhif/District Total","","15","40","0","0","0","0","13","0","0","0","0","0"
"පළ෈ත් ඵකතුල khfhz $l;Lj;njhif Province Total","","359","1360","0","0","0","0","72","0","2","2","35","147"
"මඩක඼පුල  
Koralaipattu West
Lightning","","1","4","1","","","","","","","","",""
"11
kl;lf;fsg;G","2019.09.19","","","","","","","","","","","",""
"Poratheevu pattu
High Wind
න෉තගනහිර ප඼෈ත 
Batticaloa","","16","54","","","","","16","","","","",""
"fpof;F     Eastern","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුල khtl;l $l;Lj;njhif/District Total","","17","58","1","0","0","0","16","0","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","17","58","1","0","0","0","16","0","0","0","0","0"
"මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","1426","5669","1","0","0","19","319","69","2","5","326","1323"
