"","","Nuwaraeliya","","2018.05. 21/29","151","700","","","","6","75","","","1","3","17",""
"","","","","","","","","","","","","","","","","","Safety Locations(Oltan"
"","","","","","","","","","","","","","","","","","Community Centre/Moka"
"","","Ambagamuwa","","2018.05.24/29","109","468","","","","","24","","","6","64","299",""
"","","","","","","","","","","","","","","","","","Tamil School/ Hospital"
"","","","දැඩි වර්ෂාව,නායයෑම්","","","","","","","","","","","","","","Word/ Mawunjin Factory)"
"","","","හා ඉවුරු කඩා වැටීම","","","","","","","","","","","","","",""
"","නුවරඑලිය","","දැඩි සුලග/kz;rhpT","","","","","","","","","","","","","","Uidakotasa Community"
"5","Etnuypah","","/fLk; fhw;W/High","","","","","","","","","","","","","","Hall/Ramboda Hindu"
"","","","","","","","","","","","","","","","","","School/ Masswela"
"","Nuwara Eliya","","Wind / Heavy Rain","","","","","","","","","","","","","",""
"","","Kotmale","","","204","739","","","","1","43","","","6","161","551","Gemunu Maha"
"","","","Landslide Cutting","2018.05. 21/29","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Vidyalaya/Poodaluoya"
"","","","Failure/ Lightning","","","","","","","","","","","","","","South Private hall/"
"","","","","","","","","","","","","","","","","","Dakunumeda kubura hall"
"මධ්‍යම","","","","","","","","","","","","","","","","","One person deid due to"
"","","Walapnae","","","76","306","1","","","1","57","","","","","",""
"","","","","","","","","","","","","","","","","","Drowning"
"පලාත/","","","","","","","","","","","","","","","","",""
"","","Haguranketha","","2018.05.21/29","40","173","","","","","40","","","","","",""
"kj;jpa","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","580","2386","1","0","0","8","239","0","0","13","228","867",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"Central","","Ukuwela","","","6","25","","","","","6","","","","","",""
"","","Abangagakorale","","","5","20","","","","","5","","","","","",""
"","","Yatawatta","","","15","58","","","","","15","","","","","",""
"","","Rattota","","","8","26","","","","","8","","","","","",""
"","","Dambulla","දැඩි වර්ෂාව","","1","4","","","","","1","","","","","",""
"","මාතමල්","","","","","","","","","","","","","","","",""
"6","","Naula","fLk; kio Heavy","2018.05.21","6","28","","","","","6","","","","","",""
"","khj;jis Matale","","","","","","","","","","","","","","","",""
"","","Wilgamuwa","Rain","","8","30","","","","","8","","","","","",""
"","","Pallepola","","","6","20","","","","","6","","","","","",""
"","","Galewala","","","5","10","","","","","3","1","","","","",""
"","","Matale","","","2","10","","","","","2","","","","","",""
"","","Uggala Pallegama","","","2","7","","","","","2","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","64","238","0","0","0","0","62","1","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","1063","4459","1","7","0","15","466","2","1","14","237","912",""
"","","Haliela","","","8","25","","","","","8","","","","","",""
"","","Pasara","","","3","4","","","","","3","","","","","",""
"","","Welimada","","","92","367","1","3","","","92","1","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","බදුල්ල","Haldamulla","","2018.05.20 /","23","88","","","","","23","","","","","",""
"7","","","fLk; kio Heavy","","","","","","","","","","","","","",""
"","gJs;is Badulla","Bandarawela","","2018.05.30","5","18","","1","","","5","","","","","",""
"","","","Rain","","","","","","","","","","","","","",""
"","","Uwa Paranagama","","","65","296","","","","","65","","","","","",""
"","","Badulla","","","3","12","1","","","","3","","","","","",""
"","","Soranatota","","","5","18","","","","","5","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","204","828","2","4","0","0","204","1","0","0","0","0",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","One person deid due"
"","","Badalkumbura","fLk; kio Heavy","2018.05.19","1","3","1","","","","","","","","","",""
"ඌව/Cth","","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","Rain","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","Buttala","","","1","5","","","","","1","","","","","",""
"Uva","","","","","","","","","","","","","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","Monaragala","","","3","14","","","","","3","","","","","",""
"","මමොනරාගල","","fLk; kio Heavy","","","","","","","","","","","","","",""
"","","Siyambalanduwa","","","1","4","","","","","1","","","","","",""
"8","nkhdwhfiy","","Rain / දැඩි සුලග","2018.05.25 / 29","","","","","","","","","","","","",""
"","","Thanamalvila","","","2","8","","","","","2","","","","","",""
"","Moneragala","","fLk; fhw;W","","","","","","","","","","","","","",""
"","","Medagama","High Wind","","1","5","","","","","1","","","","","",""
"","","Badal kumbura","","","3","11","","","","","3","","","","","",""
"","","","දැඩි සුලග","","","","","","","","","","","","","",""
"","","Madulla","fLk; fhw;W  High","2018.05.30","2","5","","","","","2","","","","","",""
"","","","Wind","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","14","55","1","0","0","0","13","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","218","883","3","4","0","0","217","1","0","0","0","0",""
"","","Warakapola","","2018.05.20","36","110","","1","","1","31","","","","","",""
"","","Kegalle","","2018.05.20","79","276","","1","","2","64","","","2","5","19",""
"","","Galigamuwa","","2018.05.20","38","151","","","","","9","1","","","","",""
"","","","","","","","","","","","","","","","","","One person deid due"
"","","Bulathkohupitiya","","208.05.20","208","669","1","1","","","13","","","","","",""
"","","","","","","","","","","","","","","","","","to Cutting Failure"
"","","","ගංවතුර හා ඉවුරු","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","One person deid due to"
"","කෑගල්ල","Ruwanwella","කඩාවැටීම","2018.05.20","212","866","1","","","","22","1","","","","",""
"","","","","","","","","","","","","","","","","","Drowning"
"9","Nffhiy","","kz;rhpT","","","","","","","","","","","","","",""
"","","Deraniyagala","","2018.05.20","180","720","","","","","180","5","","","","",""
"","Kegalle","","Flood & Cutting","","","","","","","","","","","","","",""
"","","Dehiovita","","2018.05.20","559","2219","","","","","478","1","","","","",""
"","","","Failure","","","","","","","","","","","","","",""
"","","Aranayaka","","2018.05.21","144","445","","","","","20","","","","","",""
"","","Yatiyanthota","","2018.05.18/21","19","74","","","","","19","1","","","","",""
"","","","","","","","","","","","","","","","","","One person deid due to"
"","","Rambukkana","","2018.05.21","21","83","1","","","1","10","","","","","",""
"","","","","","","","","","","","","","","","","","Tree Fallen"
"","","Mawanella","","2018.05.21","68","275","","","","2","42","","","","","",""
