"","","Heavy Rain","2023.11.02","1","4","","","","","","","","1","1","4 Piligalla Viharaya"
"","Udunuwara","","2023.11.06","2","9","","","","","2","","","","",""
"","","","2023.11.07","9","46","","","","","5","","","","",""
"","Pathahewaheta","Rock Fallen","2023.11.05","1","3","","","","","1","","","1","5","14 Roam Cetalic Church"
"","Gangawata Korale","Heavy Rain","2023.11.06","1","5","","","","","1","","","","",""
"නුවර","","","","","","","","","","","","","","",""
"","","High Wind","2023.11.06","1","4","","","","","1","","","","",""
"7
fz;b","Akurana","","","","","","","","","","","","","",""
"Kandy","","High Wind","2023.11.07","2","8","","","","","2","","","","",""
"","","Heavy Rain","2023.11.05","1","2","","","","","1","","","","",""
"","Doluwa","","","","","","","","","","","","","",""
"මධයම පලාත","","Heavy Rain","2023.11.04","1","4","","","","","1","`","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","",""
"","Ududumbara","Heavy Rain","2023.11.05","1","6","","","","","1","","","","",""
"Central","","","","","","","","","","","","","","",""
"","Thumpane","Heavy Rain","2023.11.07","1","4","","","","","1","","","","",""
"","Medadumbara","Cutting Faliure","2023.11.06","1","2","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","22","97","0","0","0","0","17","0","0","2","6","18"
"","Pallepola","Heavy Rain","2023.11.06","1","1","","","","","1","","","","",""
"මාත්ල්","","","","","","","","","","","","","","",""
"8
khj;jis","Dambulla","Heavy Rain","2023.11.07","1","4","","","","","1","","","","",""
"Matale","","","","","","","","","","","","","","",""
"","Raththota","Heavy Rain","2023.11.05","2","5","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4","10","0","0","0","0","4","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","26","107","0","0","0","0","21","0","0","2","6","18"
"","Godakawela","High Wind","2023.11.06","1","5","","","","","1","","","","",""
"","Kahawaaththa","Heavy Rain","2023.11.06","1","4","","","","","1","","","","",""
"","Nivithigala","Cutting Faliure","2023.11.06","1","5","","","","","","","","","",""
"","Opanayake","Landslide Risk","2023.11.06","2","7","","","","","","","","","",""
"රත්නපුර","","","","","","","","","","","","","","",""
"9
,uj;jpdGhp","","Landslide","2023.11.06","1","2","","","","","1","","","","",""
"","Balangoda","","","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","","","","",""
"","","Cutting Faliure","2023.11.06","1","5","","","","","1","","","","",""
"","Elapatha","Heavy Rain","2023.11.06","1","4","","","","","1","","","","",""
"","Kalawana","Heavy Rain","2023.11.06","2","9","","","","","2","","","","",""
"","Weligepola","Landslide Risk","2023.11.06","1","5","","","","","","","","","",""
"ස්ත්‍බර මුව පලාත","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","11","46","0","0","0","0","2","0","0","0","0","0"
"rg;ufKt","","","","","","","","","","","","","","",""
"","Galigamuwa","Tree Fallen","2023.11.06","4","12","","","","","4","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","",""
"","Warakapola","High Wind","2023.11.06","2","7","","","","","2","","","","",""
"","Yatiyanthota","Lightning","2023.11.06","2","7","","","","","2","","","","",""
"කෑ ල්ල","","","","","","","","","","","","","","",""
"","","Tree Fallen","2023.11.06","1","5","","","","","1","","","","",""
"10
Nffhiy","","","","","","","","","","","","","","",""
"","Mawanella","Lightning","2023.11.06","2","9","","","","","1","","","","",""
"Kegalle","","","","","","","","","","","","","","",""
"","","Cutting Faliure","2023.11.06","1","5","","","","","1","","","","",""
"","","Lightning","2023.11.06","3","12","","","","","3","","","","",""
"","Dehiovita","","","","","","","","","","","","","",""
"","","High Wind","2023.11.06","1","2","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","16","59","0","0","0","0","15","0","0","0","0","0"
