"","","","","Date :","10-Oct-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","23","90","60","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","25","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","31","25","90","85","Several spells of light showers"
"Galle","29","26","90","80","Several spells of showers"
"Jaffna","32","25","95","70","Showers or thundershowers are likely after 2.00p.m"
"Kandy","30","21","95","80","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","22","12","95","85","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","24","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","24","95","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","26","85","70","Showers or thundershowers are likely after 2.00p.m"
