"","නපොනලොන් රුව","","","","","","","","","","","","",""
"","12
nghyd;dWit","Hingurakgoda
Minor Flood","2021.01.11
3","14","","","","","","","","","",""
"","Polonnaruwa","","","","","","","","","","","","",""
"උතුරුමැද","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","3","14","0","0","0","0","0","0","0","0","0","0"
"පලොත/tlkj;jpa","","Madyama Nuwaragam","","","","","","","","","","","",""
"","අනුරොධ්‍පුර/","","2","7","","","","","","","","1","2","7"
"khfhzk;/ North","","Palatha","","","","","","","","","","","",""
"","m.Guk;/","Flood","2021.01.11","","","","","","","","","","",""
"Central/","","Nagenahira Nuwaragam","","","","","","","","","","","",""
"","Anuradhapura","","35","112","","","","","","","","","",""
"","","Palatha","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","37","119","0","0","0","0","0","0","0","1","2","7"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","40","133","0","0","0","0","0","0","0","1","2","7"
"Western/ Nky;","නකොළඹ/nfhOk;G/","","","","","","","","","","","","",""
"","13","Moatuwa
High wind","2021.01.11
50","220","","","","","43","","","","",""
"khfhzk/","Colombo","","","","","","","","","","","","",""
"බස්ත්‍ර ොහිර පලොත","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","50","220","0","0","0","0","43","0","0","0","0","0"
"","කළුතර/fSj;Ji","","","","","","","","","","","","",""
"","14","Panaura
Lightning","2021.01.10
1","","","","","","1","","","","",""
"Western/ Nky;","w/ Kalutara","","","","","","","","","","","","",""
"khfhzk/","","","","","","","","","","","","","",""
"බස්ත්‍ර ොහිර පලොත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","1","0","0","0","0","0","1","0","0","0","0","0"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","51","220","0","0","0","0","44","0","0","0","0","0"
"","","Passara
Rock Fallen","2021.01.12
1","2","","","","","1","","","","",""
"","","Haputale
Landslide Risk","2021.01.06
4","15","","","","","4","","","","",""
"","","Collaps of a wall","2021.01.04","","","","","","1","","1","","",""
"","","Badulle","","","","","","","","","","","",""
"","","Cutting Failure","2021.01.06
4","14","","","","","4","","","","",""
"","බදුල්ල/gJs;is/","Haputale
Landslide Risk","2021.01.06
1","5","","","","","1","","","","",""
"","15","","","","","","","","","","","","",""
"","Badulla","Meegaha kiwla
Heavy Rain","2021.01.04
2","4","","","","","2","","","","",""
"ඌව/Cth","","","","","","","","","","","","","",""
"khfhzk;/Uva","","Ella
Cutting Failure","2021.01.05
1","6","","","","","1","","","","",""
"","","Welimada
High wind","2021.01.06
1","4","","","","","1","","","","",""
"","","Soranatota","2021.01.05
1","4","","","","","1","","","","",""
"","","Heavy Rain","","","","","","","","","","","",""
"","","Uwaparanagme","2021.01.07
1","4","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","16","58","0","0","0","0","17","0","1","0","0","0"
