"Kekirawa
Heavy Rain","2023.04.04","6","22","","","","","6","","","","",""
"Rabewa
Lightning
අනුරාධ්‍පුර    m.Guk;","2023.04.01","2","4","","","","","2","","","","",""
"7
උතුරුමැද පලාත","","","","","","","","","","","","",""
"Anuradhapura","","","","","","","","","","","","",""
"Ipalogama
High Wind
tlkj;jpa","2023.04.16","3","12","","","","","3","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"Palagala
Heavy Rain","2023.04.15","1","3","","","","","1","","","","",""
"North Central","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","12","41","0","0","0","0","12","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","12","41","0","0","0","0","12","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","3595","12218","2","8","0","3","133","0","0","1","70","240"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
