"","","","Narammala","","","84","301","","","","","","","","","",""
"","","","Pannala","","2021.05.13","54","202","","","","","2","","","","",""
"","","","Alawwa","Flood","","18","55","","","","","","","","","",""
"","","","Polgahawela","","","71","228","","","","","1","","","","",""
"","","කුරුනෑගල","","","2021.05.14","","","","","","","","","","","",""
"","5","FUdhfy;","Weerabugedara","","","6","17","","","","","","","","","",""
"","","Kurunegala","","","","","","","","","","","","","","",""
"","","","Paduwasnuwara W","High wind","2021.05.15","1","5","","","","","1","","","","",""
"","","","Kuliyapitiya W","High wind","2021.05.14","1","4","","","","","1","","","","",""
"","","","Nikaweratiya","Flood","2021.05.14","8","24","","","","","","","","","",""
"","","","Paduwasnuwara E","High wind","2021.05.14","1","4","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","244","840","0","0","0","0","6","0","0","0","0","0"
"","","","","Flood","2021.05.12","71","266","","","","","","","","","",""
"","","","Arachchikattuwa","","","","","","","","","","","","","",""
"වයඹ","","","","High wind","2021.05.14","1","4","","","","","1","","","","",""
"පලාත/tlNky;","","","","Flood","2021.05.13","145","485","","","","","","","","","",""
"","","","Chilaw","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","","","High wind","2021.05.14","1","6","","","","","1","","","","",""
"North","","","","","","","","","","","","","","","","",""
"Western/","","","Wanathavilluwa","Lightning","2021.05.13","3","10","","","","","3","","","","",""
"","","","","Flood","","49","150","","","","","4","","","","",""
"","","","Natthandiya","","","","","","","","","","","","","",""
"","","","","High wind","","4","12","","","","","4","","","","",""
"","","","Dankotuwa","Flood / Highwind","","10","25","","","","","3","","","","",""
"","","පුත්තලම/","","","","","","","","","","","","","","",""
"","6","","Mundalama","High wind","","2","4","","","","","2","","","","",""
"","","Gj;jsk;/Puttalam","","","","","","","","","","","","","","",""
"","","","Anamaduwa","High wind","","2","7","","","","","2","","","","",""
"","","","Puttalam","High wind","2021.05.14","6","27","","","","","6","","","","",""
"","","","Mahakubukkadawala","High wind","","1","4","","","","","1","","","","",""
"","","","Vennappuwa","Flood","","85","294","","","","","","","","","",""
"","","","Mahawewa","High wind","","3","11","","","","","3","","","","",""
"","","","Madampe","High wind","","5","13","","","","","4","","","","",""
"","","","Pallama","Flood","","13","39","","","","","1","","","","",""
"","","","Kalpitiya","High wind","2021.05.15","1","4","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","402","1361","0","0","0","0","36","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","","646","2201","0","0","0","0","42","0","0","0","0","0"
"","","","Nagoda","","","474","1302","2","","","1","31","","","","",""
"","","","Thawalama","","","40","150","","1","","","21","","","","",""
"","","","Yakkalamulla","","","211","758","","","","","8","","","","",""
"","","","","Flood","","","","","","","","","","","","",""
"","","","Kadawathsathara","","","63","176","","","","","8","","","","",""
"","","","Neluwa","","","45","135","","","","","25","8","","","",""
"","","","Niyagama","","","15","48","","","","","15","","","","",""
"","","","Habaraduwa","Heavy Rain","","5","16","","","","","5","","","","",""
"","","","Elpitiya","Flood","","47","154","","","","1","8","1","","","",""
"","","ගාල්ල","","","","","","","","","","","","","","",""
"","7","fhyp","Ambalangoda","","2021.05.13","6","19","","","","","6","","","","",""
"","","","","Heavy Rain","","","","","","","","","","","","",""
"","","Galle","","","","","","","","","","","","","","",""
"","","","Baddegama","","","20","79","","","","","8","","","","",""
"","","","Imaduwa","Flood","","14","42","","","","","14","","","","",""
"","","","Bopepoddala","","","1","4","","","","","1","","","","",""
"දකුනු","","","Akmeemana","","","9","27","","","","","8","","","","",""
"පලාත/njd;","","","Weliviya Divithura","","","5","32","","","","","5","","","","",""
"khfhzk;/","","","","Heavy Rain","","","","","","","","","","","","",""
"","","","Gonapinuwala","","","5","21","","","","","5","","","","",""
"Southern/ ;","","","","","","","","","","","","","","","","",""
"","","","Karandeniya","","","6","18","","","","","6","","","","",""
"","","","Hikkaduwa","","","5","13","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","971","2994","2","1","0","2","174","9","0","0","0","0"
