"Southern/ ;","","","","","","","","","","","",""
"Mathara","12","44","","","","","12","","","","",""
"Flood","","","","","","","","","","","",""
"Kamburupitiya","14","53","","","","","14","","","","",""
"Thihagoda
High wind","1","6","","","","","1","","","","",""
"මාතර","","","","","","","","","","","",""
"8
Pitabaddara","2021.05.13
8","28","","","","","8","","","","",""
"khj;jiw Matara","","","","","","","","","","","",""
"Akuressa","396","1636","","","","","21","","","","",""
"Flood","","","","","","","","","","","",""
"Kirinda Phuhul","2","4","","","","","2","","","","",""
"Athuraliya","230","1035","","","","","40","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","663","2806","0","0","0","0","98","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1634","5800","2","1","0","2","272","9","0","0","0","0"
"Cutting","","","","","","","","","","","",""
"Udapalatha
Failiture/Landslide","2021.05.13
20","79","","2","","","9","","","1","11","36"
"Rosk","","","","","","","","","","","",""
"Gangaihalakorale","2021.05.13
4","18","","","","","4","","","","",""
"නුවර           fz;b","","","","","","","","","","","",""
"මධයම 
9","","","","","","","","","","","",""
"Harispaththuwa
    Kandy","2021.05.15
4","17","","","","","4","","","","",""
"පලාත/kj;jpa 
High wind /Heavy","","","","","","","","","","","",""
"Akurana","2021.05.13
6","25","","","","","6","","","","",""
"khfhzk;/ 
Rain","","","","","","","","","","","",""
"Pathahewaheta
Central","2021.05.15
1","1","","","","","1","","","","",""
"Gangawatakorale","2021.05.14
1","5","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","36","145","0","2","0","0","25","0","0","1","11","36"
