"Madampe","High wind","5","13","","","","","4","","","","",""
"Pallama","Flood","13","39","","","","","1","","","","",""
"Kalpitiya","High wind","2021.05.15
1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","402","1361","0","0","0","0","36","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","646","2201","0","0","0","0","42","0","0","0","0","0"
"Nagoda","","474","1302","2","","","1","31","","","","",""
"Thawalama","","40","150","","1","","","21","","","","",""
"Yakkalamulla","","211","758","","","","","8","","","","",""
"","Flood","","","","","","","","","","","",""
"Kadawathsathara","","63","176","","","","","8","","","","",""
"Neluwa","","45","135","","","","","25","8","","","",""
"Niyagama","","15","48","","","","","15","","","","",""
"Habaraduwa","Heavy Rain","5","16","","","","","5","","","","",""
"Elpitiya","Flood","47","154","","","","1","8","1","","","",""
"ගාල්ල","","","","","","","","","","","","",""
"7
fhyp       
Ambalangoda","","2021.05.13
6","19","","","","","6","","","","",""
"","Heavy Rain","","","","","","","","","","","",""
"Galle","","","","","","","","","","","","",""
"Baddegama","","20","79","","","","","8","","","","",""
"Imaduwa","Flood","14","42","","","","","14","","","","",""
"Bopepoddala","","1","4","","","","","1","","","","",""
