"Ambagamuwa
Landslide Risk","","97","392","","1","","","45","","","","","",""
"නුවරඑලිය","","","","","","","","","","","","","","Algian Tamil School,"
"","2018.08.13","","","","","","","","","","","","",""
"13
Etnuypah","","","","","","","","","","","","","","Perakumpura Primary"
"Nuwara Eliya
Landslide Risk","","243","1099","","2","","6","134","","","3","47","183",""
"Nuwara Eliya","","","","","","","","","","","","","","School,  Maussaella"
"","","","","","","","","","","","","","","Community Hall"
"Kotmale
Landslide Risk
මධයම පලාත","2018.08.16","68","296","","1","","","56","","","","","",""
"kj;jpa 
දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","408","1787","0","4","0","6","235","0","0","3","47","183",""
"khfhzk;","","","","","","","","","","","","","",""
"මාතනල්","","","","","","","","","","","","","",""
"Centra","","","","","","","","","","","","","",""
"14
Pallepola
High Wind
khj;jis","2018.08.14/15/16","10","35","","2","","","10","","","","","",""
"Matale","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","10","35","0","2","0","0","10","0","0","0","0","0",""
"High Wind / 
නුවර","","","","","","","","","","","","","",""
"15
Thumpane
fz;b","2018.08.14/15/18
Cutting Failure /","2","8","","3","","","2","","","","","",""
"Landslide Risk
Kandy","","","","","","","","","","","","","",""
"","","2","8","0","3","0","0","2","0","0","0","0","0",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","420","1830","0","9","0","6","247","0","0","3","47","183",""
"දකුනු","","","","","","","","","","","","","",""
"හම්බන්නතොට","","","","","","","","","","","","","",""
"පලාත/njd;","","","","","","","","","","","","","",""
"16
Sooriyawewa
Elephant Attack
`k;ghe;Njhl;il","2018.08.23","1","1","","1","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","",""
"Hambantota","","","","","","","","","","","","","",""
"Southern/","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1","1","0","1","0","0","0","0","0","0","0","0",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1","1","0","1","0","0","0","0","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","159598","535979","1","14","5","11","351","1","6","3","47","183",""
