"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","25","90","60","සිහින් වැසි වාර කිහිපයක්"
"මඩකලපුව","32","25","90","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"හකාළඹ","31","26","95","65","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාේල","30","26","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"යාපනය","33","26","90","65","වැසි ස්වේපයක්"
"ම නුවර","29","22","95","65","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","20","15","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","29","25","95","70","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ිකුණාමලය","33","25","90","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
