"ලයඹ ප඼෈ත","","","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","",""
"","Pannala","High wind","2019.09.25","3","6","","","","","3","","","","",""
"","Narammala","High wind","2019.09.30","1","3","","","","","1","","","","",""
"කුරුන්ග඼","","","","","","","","","","","","","","",""
"12
FUdhfy;","Polgahawela","High wind","2019.09.25","3","10","","","","","3","","","","",""
"","Kurunegala","","","","","","","","","","","","","",""
"","Kuliyapitiya West","High wind","2019.09.24","1","4","","","","","1","","","","",""
"","Polpithigama","High wind","2019.09.24","2","7","","","","","2","","","","",""
"","","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","10","30","0","0","0","0","10","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","102","352","2","0","0","0","40","5","0","1","3","10"
"","Dehiattakandiya","High Wind","2019.09.26","3","8","","","","","3","","","","",""
"අම්ප෈ර","","","","","","","","","","","","","","",""
"mk;ghiw   
13","Damana","High Wind","2019.09.23","1","1","","","","","1","","","","",""
"Ampara","","","","","","","","","","","","","","",""
"","Uhana","High Wind","2019.09.27","1","5","","","","","1","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","5","14","0","0","0","0","5","0","0","0","0","0"
"න෉කගනහිර ප඼෈ත","","","","","","","","","","","","","","",""
"මඩක඼පුල 
fpof;F     Eastern","","","","","","","","","","","","","","",""
"14","Poratheevu Pattu
kl;lf;fsg;G","High wind","2019.09.29","1","5","","","","","1","","","","",""
"Batticaloa","","","","","","","","","","","","","","",""
"","","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/Dstrict Total","","1","5","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","6","19","0","0","0","0","6","0","0","0","0","0"
"","Haldummulla","Heavy Rain","2019.09.30","14","45","","","","","4","","","","",""
"","Bandarwela","Heavy Rain","2019.09.29","4","25","","","","","4","","","","",""
"","Rideemaliyadda","Heavy Rain","2019.09.29","4","17","","","","","4","","","","",""
"බදුල්඼","Soranathota","Heavy Rain","2019.09.25","1","5","","","","","1","","","","",""
"15","","","","","","","","","","","","","","",""
"","gJs;is Badulla
Ella","Heavy Rain","2019.09.28","3","11","","","","","3","","","","",""
"","Passara","Heavy Rain","2019.09.26","4","11","","","","","4","","","","",""
"","Meegahakivula","Heavy Rain","2019.09.24","1","5","","","","","1","","","","",""
"","Welimada","Heavy Rain","2019.09.24","3","10","","","","","3","","","","",""
"ඌල/Cth","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","34","129","0","0","0","0","24","0","0","0","0","0"
"khfhzk;/Uva","","","","","","","","","","","","","","",""
"","","Lightning","2019.09.30","1","4","1","","","","","","","","",""
"","Moneragala","","","","","","","","","","","","","",""
"","","High wind","2019.09.28","11","57","","","","","11","","","","",""
"කමොනර෈ග඼","","","","","","","","","","","","","","",""
"","Siyambalanduwa","High wind","2019.09.28","6","26","","","","","6","","","","",""
"16","nkhdwhfiy","","","","","","","","","","","","","",""
"","Badalkumbura","High wind","2019.09.29","4","21","","","","","4","","","","",""
"","Moneragala","","","","","","","","","","","","","",""
"","Medagama","High wind","2019.09.29","4","19","","","","","4","","","","",""
"","Bibile","High wind","2019.09.29","4","22","","","","","4","","","","",""
"","","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","30","149","1","0","0","0","29","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","64","278","1","0","0","0","53","0","0","0","0","0"
"ය෈පනය","","","","","","","","","","","","","","",""
"17","Jaffana
aho;g;ghzk","Fire","2019.09.30","1","4","","","","","1","","","","",""
"උතුරු ප඼෈ත","","","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","","","",""
"tl khfhzk","","","","","","","","","","","","","","",""
