"","","","","2019.05.29","24","100","","","","24","","","","1","24","100 Holired School -"
"","","","","","","","","","","","","","","","","Nuwara eliya"
"","","Nuwara Eliya","Fire","","","","","","","","","","","","",""
"","","","","2019.06.14","1","5","","","","","1","","","1","6","28 Starlin Tamil School"
"","නුලරඑලිය","","","","","","","","","","","","","","",""
"","","","","2019.06.19","6","28","","","","6","","","","","",""
"11","Etnuypah","","","","","","","","","","","","","","",""
"","Nuwara Eliya","Hanguranketha","High wind","2019.06.11","8","36","","","","8","","","","","",""
"","","","High Wind","2019.06.12","1","7","","","","","1","","","","",""
"","","Kothmale","","","","","","","","","","","","","",""
"","","","Tree Fallen","2019.06.18","1","5","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","41","181","0","0","0","38","3","0","0","2","30","128"
"","","Pasbage korale","","","1","2","","","","","1","","","","",""
"","නුලර","","","","","","","","","","","","","","",""
"12","","","High wind","2019.06.20","","","","","","","","","","","",""
"","fz;b     Kandy","","","","","","","","","","","","","","",""
"","","Thumpane","","","1","3","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","2","5","0","0","0","0","2","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","5017","19416","0","0","0","38","5","0","0","2","30","128"
"","","Hambantota","","","380","1490","","","","","","","","","",""
"","හම්බන්නතොට","Tissamaharama","","","1587","7045","","","","","","","","","",""
"13","`k;ghe;Njhl;I","Okewela","Drought","2019.04.08","82","369","","","","","","","","","",""
"","Hambantota","","","","","","","","","","","","","","",""
"","","Weeraketiya","","","50","220","","","","","","","","","",""
"දකුනු ප඼෈ත","","Beliatta","","","50","192","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","",""
"","දිස෇ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","2149","9316","0","0","0","0","0","0","0","0","0","0"
"Southern","","","","","","","","","","","","","","","",""
"","ග෈ල්඼","","","","","","","","","","","","","","",""
"14","fhyp","Drowning","Habaraduwa","2019.06.16","","","2","","","","","","","","",""
"","Galle","","","","","","","","","","","","","","",""
"","දිස෇ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","0","0","2","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","2149","9316","2","0","0","0","0","0","0","0","0","0"
"උතුරුම෉ද ප඼෈ත","","Welikanda","","","2374","7791","","","","","","","","","",""
"tlkj;jpa","","","","","","","","","","","","","","","",""
"khfhzk","","Dimbulagala","Drought","2019.05.04","999","2765","","","","","","","","","",""
"","නපොන඼ොන්නරුල","","","","","","","","","","","","","","",""
"North Central","","","","","","","","","","","","","","","",""
"15","nghyd;dWit","Lankapura","","","100","425","","","","","","","","","",""
"","Polonnaruwa","","","","","","","","","","","","","","",""
"","","","","2019.06.09","2","7","","","","","2","","","","",""
"","","Thamankaduwa","High Wind","","","","","","","","","","","","",""
"","","","","2019.06.10","1","4","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","3476","10992","0","0","0","0","3","0","0","0","0","0"
"","","Palugaswewa","","","200","625","","","","","","","","","",""
"16","","","","2019.04.10","","","","","","","","","","","",""
"","අනුර෈ධපුර","","Drought","","","","","","","","","","","","",""
"","","Padaviya","","","60","320","","","","","","","","","",""
"","m.Guk;","","","","","","","","","","","","","","",""
"","Anuradhapura","Nuwaragame palatha","","2019.05.06","51","185","","","","","","","","","",""
"","","Rambewa","Elephant Attack","2019.06.17","","","1","","","","","","","","",""
