"","Yatiyanthota","","","28","147","","1","","1","25","1","","","",""
"","","","","","","","","","","","","","","","One person deid due to"
"","Rambukkana","","","21","83","1","","","1","10","","","","",""
"","","","","","","","","","","","","","","","Tree Fallen"
"","Mawanella","","","77","306","","","","2","50","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1642","6232","4","4","0","7","957","9","1","0","0","0"
"","","Rock Climbing /","","","","","","","","","","","","",""
"","","","2018.05.12","16","52","","","","","","","","1","3","10"
"","","ගේ ලපරලීම්","","","","","","","","","","","","",""
"","Ehaliyagoda","","","","","","","","","","","","","",""
"","","High Wind","2018.06.04","1","5","","","","","1","","","","",""
"සබරගමුව","","","","","","","","","","","","","","",""
"","","","","136","544","","","","1","18","","","","",""
"පලාත/rg;uf","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","One person deid due to"
"Kt/","Kuruvita","","","1583","6431","1","","","2","71","","","","",""
"","","","","","","","","","","","","","","","Building Collapse"
"Sabaragam","","","","","","","","","","","","","","",""
"","Nivithigala","","","177","660","","","","","33","","","","",""
"uwa/","","","","","","","","","","","","","","",""
"","Rathnapura","","","1944","8293","","","","1","135","","","","",""
"","Elapatha","","","2665","9994","","","","6","85","","","","",""
"","Kahawatta","","","29","112","","","","","29","","","","",""
"රත් පුර","Kalawana","","","81","293","","","","","27","","","","",""
"12
,uj;jpdGhp","","","","","","","","","","","","","","",""
"","","ායයෑම් /ඉවුරු කඩා","","","","","","","","","","","","","One person deid due"
"Rathnapura","Kiriella","","","1588","5867","1","1","","2","12","","","","",""
"","","වැටීම  kz;rhpT/","","","","","","","","","","","","","to Cutting Failure"
"","","","2018.05.21","","","","","","","","","","","",""
"","","Landslide Cutting","","","","","","","","","","","","",""
