"","Weather Forecast for Main Cities","","","Date :","8-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","85","50","Showers or thundershowers after 2.00p.m"
"Batticaloa","33","26","90","55","Showers or thundershowers after 2.00p.m"
"Colombo","31","27","80","60","A few showers"
"Galle","29","27","80","70","A few showers"
"Jaffna","33","26","80","65","Showers or thundershowers are likely after 2.00p.m"
"Kandy","30","21","90","65","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","13","90","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","25","90","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","35","24","80","50","Showers or thundershowers after 2.00p.m"
"Mannar","32","27","80","70","Showers or thundershowers are likely after 2.00p.m"
