"ඉදිරි දින තුන සඳහා තද සුළෙං පිළි ද අනතුරු ඇඟවීම.","","",""
"පළාත","","",""
"","බනාවැම් ර් 26","බනාවැම් ර් 27","බනාවැම් ර් 28"
"","විටින් විට පැ.කි.මි.(40-50)","විටින් විට පැ.කි.මි.(60-70)","විටින් විට පැ.කි.මි.(60-70)"
"උතුර","","",""
"","පමණ දක්වො වන තද සුළං","පමණ දක්වො වන තද සුළං","පමණ දක්වො වන තද සුළං"
"","වි","විටින් විට පැ.කි.මි.(50-60)","විටින් විට පැ.කි.මි.(40-50)"
"","ටින් විට පැ.කි.මි.(50-60)","",""
"උතුරු-මැද","","",""
"","","පමණ දක්වො වන තද සුළං","පමණ දක්වො වන තද සුළං"
"","පමණ දක්වො වන තද සුළං","",""
