"","Tree Fallen","2019.07.19
2","4","3","1","","","1","","","","",""
"","Suriyawewa","","","","","","","","","","","",""
"","","1","3","","","","","1","","","","",""
"හම්බන්ගතොට","","","","","","","","","","","","",""
"","Tangalle","1","4","","","","","1","","","","",""
"6
`k;ghe;Njhl;I","","","","","","","","","","","","",""
"","High Wind
Angunukolapelessa","2019.07.19
1","3","","","","","1","","","","",""
"Hambantota","","","","","","","","","","","","",""
"","Katuwana","6","26","","","","1","5","","","","",""
"","Walasmulla","43","127","","","","1","37","","","","",""
"","දිස෇ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","54","167","3","1","0","2","46","0","0","0","0","0"
"","Habaraduwa","92","338","","","","","92","1","","","",""
"","Baddegama","55","165","","","","","46","9","","","",""
"","Bope Poddala","59","275","1","1","","1","57","1","","","",""
"","Imaduwa","41","136","","","","","40","1","","","",""
"","Thawalama","13","48","","","","","13","3","","","",""
"","Hikkaduwa","56","210","","1","","3","53","6","1","","",""
"","Kadawathasathara","78","292","1","","","","78","1","2","","",""
"","Nagoda","61","222","","","","","56","5","1","","",""
"","Ambalangoda","32","128","","","","","32","2","1","","",""
"ග෈ල්඼","","","","","","","","","","","","",""
"","","2019.07.18/19/2","","","","","","","","","","",""
"7
fhyp","High Wind
Balapitiya","70","309","","","","","68","2","","","",""
"","","0","","","","","","","","","","",""
"Galle","","","","","","","","","","","","",""
"","Niyagama","17","51","","","","","16","1","","","",""
"","Elpitiya","32","124","","","","1","29","2","","","",""
"","Benthota","22","83","","","","","22","2","","","",""
"","Akmimana","87","350","","1","","","86","1","","","",""
"","Neluwa","4","11","","","","","11","","","","",""
"දකුනු ප඼෈ත/njd;","","","","","","","","","","","","",""
"khfhzk;/","Gonapinuwala","19","72","","","","","19","","","","",""
"Southern/","","","","","","","","","","","","",""
"","Waliwita diwithura","25","103","","","","","26","","","","",""
"","Karandeninya","52","161","","","","","52","","","","",""
"","Yakkalamulla","29","105","","","","2","26","1","1","","",""
"","දිස෇ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","844","3183","2","3","0","7","822","38","6","0","0","0"
"","Hakmana","13","45","","","","","13","","","","",""
"","Pasgoda","20","85","","","","","20","","","","",""
"","Akurassa","25","113","","","","","22","","3","","",""
"","Dewinuwara","25","93","","","","","25","","","","",""
"","Mulatiyana","20","75","","","","","20","","","","",""
"","Matara","46","198","","1","","","42","","4","","",""
"","Waligama","122","394","","","","","117","","5","","",""
"ම෈තර/ khj;jiw/","Kotapola
High Wind /","21
2019.07.18/19/2","108","","","","1","20","","","","",""
"8","","","","","","","","","","","","",""
"Matara","Heavy Rain
Kirinda Puhulwella","0/21
12","49","","","","","12","","","","",""
"","Walipitiya","18","81","","","","","18","","","","",""
"","Kamburupitiya","16","56","","","","","16","","","","",""
"","Thihagoda","12","45","","","","","12","","","","",""
"","Malimboda","15","76","","","","","15","","","","",""
"","Dikwella","11","41","","","","","11","","","","",""
"","Athuraliya","15","58","","3","","","14","","1","","",""
"","Pitabaddara","5","22","","","","","5","","","","",""
"","දිස෇ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","396","1539","0","4","0","1","382","0","13","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","1294","4889","5","8","0","10","1250","38","19","0","0","0"
"අම්ප෈ර","","","","","","","","","","","","",""
"9
mk;ghiw","Lahugala
High Wind","2019.07.18
2","6","","","","2","44","","","","",""
"Ampara","","","","","","","","","","","","",""
"න෉ගගනහිර ප඼෈ත","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","2","6","0","0","0","2","44","0","0","0","0","0"
"fpof;F         
මඩක඼පුල","","","","","","","","","","","","",""
"10
kl;lf;fsg;G 
Eastern","Poratheevupattu
High Wind","2019.07.18
5","16","","","","","5","","","","",""
"Batticaloa","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","5","16","0","0","0","0","5","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","7","22","0","0","0","2","49","0","0","0","0","0"
"මු඼තිව්/","","","","","","","","","","","","",""
"11
Ky;iyj;jPT","Puthukkudiyiruppu
Fire","2019.07.20
1","3","","","","1","","","","","",""
"උතුරු ප඼෈ත/ tl","","","","","","","","","","","","",""
"Mulaitivu
khfhzk; /","","","","","","","","","","","","",""
