"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","35","23","90","45","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","31","24","90","70","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","32","25","85","55","ප්‍රධාන වශයයන් වැසි රහිත"
"ගාල්ල","31","24","85","70","සවස 4.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"යාපනය","32","22","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","33","18","95","45","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","22","9","85","35","ප්‍රධාන වශයයන් වැසි රහිත"
"රත්නපුරය","37","23","90","40","සවස 4.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ත්‍රිකුණාමලය","32","23","85","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මන්නාරම","31","24","95","70","ප්‍රධාන වශයයන් වැසි රහිත"
