"","Weather Forecast for Main Cities","","","","2024-08-17"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","95","75","Showers or thundershowers after 2.00p.m"
"Batticaloa","34","26","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","31","26","95","80","Showers or thundershowers at times"
"Galle","30","26","95","85","Showers or thundershowers at times"
"Jaffna","33","26","90","70","Showers or thundershowers are likely after 2.00p.m"
"Kandy","29","23","95","70","Showers or thundershowers at times"
"Nuwara-Eliya","22","15","95","70","Showers or thundershowers"
"Ratnapura","32","23","95","75","Showers or thundershowers at times"
"Trincomalee","33","25","90","65","Showers or thundershowers after 2.00p.m"
"Mannar","31","26","90","75","Showers at times"
