"","Weather Forecast for Main Cities","","","","31-Dec-2023"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","30","24","95","80","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","31","24","95","85","Showers or thundershowers at times"
"Colombo","32","24","95","70","Showers or thundershowers after 2.00p.m"
"Galle","29","25","95","80","Showers or thundershowers after 2.00p.m"
"Jaffna","30","24","95","70","A few showers"
"Kandy","26","22","95","85","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","17","14","95","85","Showers or thundershowers after 2.00p.m"
"Ratnapura","30","22","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","29","25","95","70","Several spells of showers"
"Mannar","30","25","95","70","A few showers"
