"","","","","","","","","Page 2","","","","","","","","",""
"","","","","High Wind","2020.05.11","1","5","","","","","1","","","","",""
"","","","","Heavy Rain","2020.05.10","1","2","","","","","1","","","","",""
"","","","Udapalatha","","","","","","","","","","","","","",""
"","","","","","2020.05.10","2","8","","2","","","1","","","","",""
"","","","","Cutting Failure","","","","","","","","","","","","",""
"","","","","","2020.05.11","1","4","","","","","1","","","","",""
"","","","","High Wind","2020.05.03","2","12","","","","","2","","","","",""
"","","","","Flood","","2","8","","","","","2","","","","",""
"","","","Paathadumbara","","2020.05.09","","","","","","","","","","","",""
"","","","","","","1","5","","","","","1","","","","",""
"","","","","High Wind","","","","","","","","","","","","",""
"","","","","","2020.05.11","1","6","","","","","1","","","","",""
"","","මහනුවර","","","","","","","","","","","","","","",""
"","","","","","2020.05.05","1","3","","","","","1","","","","",""
"","3","fz;b","Harispaththuwa","Heavy Rain","","","","","","","","","","","","",""
"","","Kandy","","","2020.05.12","1","5","","","","","1","","","","",""
"","","","Kundasale","High Wind","2020.05.07","1","1","","","","","1","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","Heavy Rain","2020.05.05","1","7","","","","","1","","","","",""
"","","","Udunuwara","","","","","","","","","","","","","",""
"Central","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2020.05.11","1","4","","","","","1","","","","",""
"","","","Medadumbara","","2020.05.09","1","1","","","","","1","","","","",""
"","","","","High wind","2020.05.10","1","3","","","","","","","","","",""
"","","","Gangaihalakorale","","","","","","","","","","","","","",""
"","","","","","2020.05.11","1","4","","","","","1","","","","",""
"","","","Yatinuwara","","2020.05.08","1","6","","","","","1","","","","",""
"","","","","High Wind","","","","","","","","","","","","",""
"","","","Panvila","","2020.05.11","2","8","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","22","92","0","2","0","0","20","0","0","0","0","0"
"","","","","High Wind","2020.04.14","5","26","","","","","5","","","1","5","26 Venture Child Care Center"
"","","නුවරඑලිය","","","","","","","","","","","","","","",""
"","","","Ambagamuwa","","","","","","","","","","","","","",""
"","4","Etnuypah","","Fire","2020.05.09","3","18","","","","","3","","","","",""
"","","Nuwara Eliya","","","","","","","","","","","","","","",""
"","","","Nuwaraeliya","Cutting Failure","2020.05.10","1","3","","","","","1","","","","",""
