"","","","Ambalangoda
Tree fallen","2025.03.14","1","1","","","","","1","","","","","","","",""
"","","ගොල්ල","","","","","","","","","","","","","","","","",""
"","","","Drowning
Bope poddala","2025.03.14","","","2","","","","","","","","","","","",""
"","3","","","","","","","","","","","","","","","","","",""
"දකුනු පලොත/njd;","","","High Wind
Elpitiya","2025.03.16","1","4","","","","","1","","","","","","","",""
"","","Galle","","","","","","","","","","","","","","","","",""
"khfhzk;/ Southern","","","Tree fallen
Niyagama","2025.03.16","1","6","","","","","","","1","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","3","11","2","0","0","0","2","","1","","0","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","3","11","2","0","0","0","2","","1","","0","0","0","0",""
"","","කළුතර","","","","","","","","","","","","","","","","",""
"","4","fSj;Jiw","Kalutara
Tree fallen","2025.03.15","3","16","","","","","","","1","","","","","",""
"බස්නොහිර පලොත","","","","","","","","","","","","","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","3","16","0","0","0","0","0","","1","","0","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","3","16","0","0","0","0","0","","1","","0","0","0","0",""
"","","කෑගල්ල","Yatiyantota","","2","6","","","","","2","","","","","","","",""
"","","","","2025.03.12","","","","","","","","","","","","","","",""
"","5","Nffhiy","Tree fallen
Galigamuwa","","2","7","","","","","2","","","","","","","",""
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","","","","",""
"","","Kegalle","Mawanella","2025.03.13","1","2","","","","","1","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","5","15","0","0","0","0","5","","0","","0","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","5","15","0","0","0","0","5","","0","","0","0","0","0",""
"","","ම ොනරොගල","","","","","","","","","","","","","","","","",""
"","6","nkhdwhfiy","Siyabalanduwa
Elephant attack","2025.03.13","1","","1","","","","","","","","","","","",""
"ඌෙ","","","","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","Moneragala","","","","","","","","","","","","","","","","",""
"Uva","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","1","0","1","0","0","0","0","","0","","0","0","0","0",""
