"","මාතලල්","","","","","","","","","","","","","",""
"","6
khj;jis","Pallepola","Drought
2019.03.11","36","110","","","","","","","","","",""
"","Matale","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","36","110","0","0","0","0","0","0","0","0","0","0"
"මධයම පලාත","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","",""
"","නුවර","Delthota","2019.03.17","125","622","","","","","","","","","",""
"Central","7
fz;b","","Drought","","","","","","","","","","","",""
"","Kandy","Meda Dumbara","2019.03.21","405","1630","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","530","2252","0","0","0","0","0","0","0","0","0","0"
