"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","32","23","90","65","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","31","25","90","70","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","31","24","95","70","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ගාල්ල","30","24","95","70","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"යාපනය","31","24","90","75","සිහින් වැසි වාර කිහිපයක්"
"මහනුවර","30","21","95","75","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"නුවරඑළිය","20","12","95","75","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"රත්නපුරය","34","22","95","65","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ත්‍රිකුණාමලය","31","24","90","65","ප්‍රධාන වශයයන් වැසි රහිත"
