doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_situation_reports	2026-02-21-10-00-situation-report	10-00-situation-report	2026-02-21	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771654434.pdf	10:00	1771648200.0
lk_dmc_situation_reports	2026-02-20-10-00-situation-report-ditwah	10-00-situation-report-ditwah	2026-02-20	Situation Report (Ditwah)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771564670.pdf	10:00	1771561800.0
lk_dmc_situation_reports	2026-02-20-10-00-situation-report	10-00-situation-report	2026-02-20	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Report_on_2026__1771564699.pdf	10:00	1771561800.0
lk_dmc_situation_reports	2026-02-18-10-00-situation-report	10-00-situation-report	2026-02-18	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Summary_Situation_Report_at_1000hrs_on_18__1771389044.pdf	10:00	1771389000.0
lk_dmc_situation_reports	2026-02-17-10-00-situation-report	10-00-situation-report	2026-02-17	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771320399.pdf	10:00	1771302600.0
lk_dmc_situation_reports	2026-02-16-10-00-situation-report	10-00-situation-report	2026-02-16	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771219246.pdf	10:00	1771216200.0
lk_dmc_situation_reports	2026-02-15-10-00-situation-report	10-00-situation-report	2026-02-15	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771130303.pdf	10:00	1771129800.0
lk_dmc_situation_reports	2026-02-14-10-00-situation-report	10-00-situation-report	2026-02-14	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771044453.pdf	10:00	1771043400.0
lk_dmc_situation_reports	2026-02-10-10-00-situation-report	10-00-situation-report	2026-02-10	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1770701293.pdf	10:00	1770697800.0
lk_dmc_situation_reports	2026-02-09-10-00-situation-report	10-00-situation-report	2026-02-09	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_(Ditwah)_at_1000hrs_on_2026__1770618878.pdf	10:00	1770611400.0
