"","","","","","","","","","KOik","","ளின்","","","",""
"","","","","Families","People","","","","","Partially","","Damages to","f   No.","s;","Persons"
"District","Division","","","","","","","","Fully","","சேதங் கள்","","","",""
"","","","","","","","","","","","","critical","of Safety","Families",""
"","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","Damages","","","",""
"යාපනය","","","","","","","","","","","","","","",""
"1
උතුරු පලාත","Karaveddy
aho;g;ghzk;","Mini Cyclone","2022.01.17","19","60","","","","","15","4","","","",""
"Jaffna
tl khfhzk;","","","","","","","","","","","","","","",""
"Northen","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","19","60","0","0","0","0","15","4","0","0","0","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","19","60","0","0","0","0","15","4","0","0","0","0"
"","","","2022.01.16","3","12","","","","","3","","","","",""
"සබරෙමුෙ","Nivithigala","Tree Fallen","","","","","","","","","","","","",""
"","","","2022.01.17","1","2","","","","","1","","","","",""
"පලාත","","","","","","","","","","","","","","",""
"rg;ufKt","Embilipitiya","High wind","2022.01.17","1","4","","","","","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","",""
"","Balangoda","High wind","2022.01.17","1","3","","","","","1","","","","",""
"a","","","","","","","","","","","","","","",""
"","","Cutting Failure","2022.01.15","4","21","","","","","4","","","","",""
"","රත්නපුර","","","","","","","","","","","","","",""
"2","Kolonna
,uj;jpdGhp","Cutting Failure","2022.01.17","1","3","","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","","",""
"","","High wind","2022.01.17","1","5","","","","","1","","","","",""
"","Godakawela","High wind","2022.01.17","1","4","","","","","1","","","","",""
"","Kalawana","High wind","2022.01.17","1","6","","","","","1","","","","",""
"","Weligepola","Tree Fallen","2022.01.17","1","2","","","","","1","","","","",""
