"","Weather Forecast for Main Cities","","","Date :","9-Apr-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","35","24","90","55","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","32","25","85","65","Showers or thundershowers are likely after 2.00p.m"
"Colombo","33","25","95","70","Showers or thundershowers are likely after 2.00p.m"
"Galle","31","26","95","75","Showers or thundershowers"
"Jaffna","33","24","90","65","A few showers"
"Kandy","31","21","95","65","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","23","12","95","55","Showers or thundershowers are likely after 2.00p.m"
"Ratnapura","33","24","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","25","90","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","27","90","65","Showers or thundershowers are likely after 2.00p.m"
