"","","","","","","","Page 2","","","","","","","","",""
"","හම්බනනතාට","Lunugamwehera","Lightning","","1","5","","","","","1","","","","",""
"දකුනු පලාත","5
`k;ghe;Njhl;il","","","2020.05.10","","","","","","","","","","","",""
"","Hambantota","Hambanthota","High Wind","","2","6","","","","","2","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","",""
"Southern","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","11","0","0","0","0","3","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","3","11","0","0","0","0","3","0","0","0","0","0"
"","කළුතර","","","","","","","","","","","","","","",""
"","6
fSj;Jiw","Panadura","Fire","2020.05.07","6","23","","","","5","","","","","",""
"","Kalutara","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","6","23","0","0","0","5","0","0","0","0","0","0"
"","","Mahara","","","1","4","","","","","1","","","","",""
"","","","High Wind","","","","","","","","","","","","",""
"බස්ත්‍ර ාහිර පලාත","","Meerigama","","","2","5","","","","","2","","","","",""
"Western","ගම්පහ","","","","","","","","","","","","","","",""
"","","Dompe","Lightning","","2","7","","","","","2","","","","",""
"Nky; khfhzk;","7
fk;g`h","","","2020.05.10","","","","","","","","","","","",""
"","Gampaha","Ja Ela","","","1","5","","","","","1","","","","",""
"","","Aththanagalla","High Wind","","2","9","","","","","2","","","","",""
"","","Gampaha","","","2","8","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","38","0","0","0","0","10","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","16","61","0","0","0","5","10","0","0","0","0","0"
"","","Mahakumbukkadawala","Lightning","2020.05.10","1","3","","","","","1","","","","",""
"","පුත්තලම","Mundalame","Fire","2020.05.06","1","4","","","","","1","","","","",""
"වයඹ පලාත","8
Gj;jsk;","","","","","","","","","","","","","","",""
"","Puttalam","Chilaw","Flood Risk","2020.05.11","175","610","","","","","","","","","",""
"tlNky; khfhzk","","","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","",""
"","","Anamaduwa","Lightning","2020.05.11","4","15","","","","","4","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","181","632","0","0","0","0","6","0","0","0","0","0"
