"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","35","24","85","45","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","32","26","80","60","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","31","27","85","70","වැසි ස්වල්පයක්"
"ගාල්ල","30","27","90","80","වැසි ස්වල්පයක්"
"යාපනය","33","27","80","65","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","31","21","90","60","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","22","14","90","65","ප්‍රධාන වශයයන් වැසි රහිත"
"රත්නපුරය","34","24","95","65","වැසි ස්වල්පයක්"
"ත්‍රිකුණාමලය","36","25","85","45","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"මන්නාරම","32","27","80","65","ප්‍රධාන වශයයන් වැසි රහිත"
