"","Weather Forecast for Main Cities","","","","11-May-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","37","24","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","33","26","95","70","Showers or thundershowers are likely after 2.00p.m"
"Colombo","32","26","90","70","Showers or thundershowers after 2.00p.m"
"Galle","31","26","90","80","Showers or thundershowers after 2.00p.m"
"Jaffna","36","27","95","60","Showers or thundershowers after 2.00p.m"
"Kandy","33","23","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","24","14","95","60","Showers or thundershowers after 2.00p.m"
"Ratnapura","36","24","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","26","90","60","Showers or thundershowers after 2.00p.m"
"Mannar","34","26","90","70","Showers or thundershowers after 2.00p.m"
