"","","Balapitiya","Tree Falling
2025.06.16","1","5","","","","","1","","","","",""
"","","","Heavy Rain and High","","","","","","","","","","","",""
"","","Ambalangoda","2025.06.16","","","","","","","","1","","","",""
"","","ගාල්ල","Wind","","","","","","","","","","","",""
"","3","fhyp","","","","","","","","","","","","",""
"","","Niyagama","Tree Falling
2025.06.06","1","1","","","","","1","","","","",""
"","","Galle","","","","","","","","","","","","",""
"","","Akmeemana","Tree Falling
2025.06.16","","","","","","","","","2","","",""
"","","Baddegama","Tree Falling
2025.06.16","1","5","","","","","1","1","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","3","11","0","0","0","0","3","2","2","0","0","0"
"දකුණු පලාත","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","Heavy Rain and High","","","","","","","","","","","",""
"","","Beliaththa","2025.06.02/10","3","6","","","","","3","","","","",""
"Southern","","","Wind","","","","","","","","","","","",""
"","","හම්බනනතාට","Rockfalling
2025.06.08","1","1","","","","","1","","","","",""
"","","Walasmulla","","","","","","","","","","","","",""
"","4","`k;ghe;Njhl;il","","","","","","","","","","","","",""
"","","","High wind
2025.06.08","1","1","","","","","1","","","","",""
"","","Hambantota","","","","","","","","","","","","",""
"","","Thissamaharama","High wind
2025.06.08/10","2","8","","","","","2","","","","",""
"","","Thangalla","High wind
2025.06.11","1","2","","","","","1","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","8","18","0","0","0","0","8","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","11","29","0","0","0","0","11","2","2","0","0","0"
"","","කිලිනනාච්චිය","","","","","","","","","","","","",""
"","5","Poonakary
fpspnehr;rp","High wind
2025.06.14","2","6","","","","","2","","","","",""
"උතුරු පලාත       tl","","Killinochchi","","","","","","","","","","","","",""
"khfhzk; Northen ;","","","","","","","","","","","","","","",""
