"දකුනු පලාත","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","",""
"Malimbada","","1","3","","","","","1","","","","",""
"මාතර/khj;jiw/Mat","","","","","","","","","","","","",""
"7
Pasgoda","High wind
2022.08.01","8","25","","","","","8","","","","",""
"ara","","","","","","","","","","","","",""
"Pitabeddara","","13","50","","","","","13","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","22","78","0","0","0","0","22","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","30","109","0","0","0","0","29","1","0","0","0","0"
"Godakawela","Lightning
2022.08.01","1","4","","","","","1","","","","",""
"Elapatha","","197","628","","","","","6","","","","",""
"Nivithigala","","17","61","","","","","17","","","","",""
"Kalawana","2022.08.01","1","5","","","","","1","","","","",""
"Ayagama","","1","3","","","","","","","","","",""
"Kahawatta","","18","73","","","","","8","","","","",""
"Weligapola","","5","19","","","","","2","","","1","3","12 Ranwala Sri Neegrodarama 
Viharaya"
"","","","","","","","","","","","","","01. Batugedara ="
"","","","","","","","","","","","","","Shaylathalarama Viharaya"
"","","","","","","","","","","","","","02. Godigamuwa - Al"
"","","","","","","","","","","","","","Masjidul dewasthanaya  03."
"රත්නපුර","","","","","","","","","","","","","Godigamuwa - Darmashala"
"","2022.08.01","","","","","","","","","","","","pirivena        04. Ratnapura -"
"8
,uj;jpdGhp","High wind & Heavy","","","","","","","","","","","",""
"Rathnapura","","1344","5464","","","","","5","","","7","101","Jennath jumma 
513"
"Rathnapura","Rain","","","","","","","","","","","","dewasthanaya     05."
"","","","","","","","","","","","","","Ratnapura - Rathneshwaran"
"","","","","","","","","","","","","","Kovila    06. Rtnapura - Sri"
"","","","","","","","","","","","","","Bodhiraja Viharaya"
"","","","","","","","","","","","","","07.Thiriwanaketiya -"
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","Prajashalawa"
"rg;ufKt","","","","","","","","","","","","",""
"Balangoda","2022.08.02","2","7","","","","","2","","","","",""
"Sabaragamuwa","","","","","","","","","","","","",""
"Pelmadulle","","160","535","","","","","159","","","","",""
"","2022.08.01","","","","","","","","","","","",""
"Kolonna","","2","5","","","","","2","","","","",""
"Ehaliyagoda","","5","15","","","","","5","","","","",""
"Opanayaka","","7","29","","","","","3","","","","",""
"Kuruvita","","3","10","","","","","3","","","","",""
"Kiriella","","2","7","","","","","2","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","1765","6865","0","0","0","0","216","0","0","8","104","525"
"","Cutting Failure","1","4","","","","","1","","","","",""
"Yatiyantota","","","","","","","","","","","","",""
"","Flood","55","206","","","","","1","","","","",""
"කෑගේල/Nffhiy/K","High wind","3","11","","","","","3","","","","",""
"9
Dehiovita","2022.08.01","","","","","","","","","","","",""
"egalle","Flood","3","11","","","","","3","","","","",""
"Kegalle","","1","2","","","","","1","","","","",""
"","Tree Fallen","","","","","","","","","","","",""
"Ruwanwelle","","6","23","","","","","6","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","69","257","0","0","0","0","15","0","0","0","0","0"
