"","Weather Forecast for Main Cities","","","","3-Feb-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","31","25","95","70","A few showers"
"Batticaloa","30","25","95","80","Several spells of showers"
"Colombo","31","24","90","75","Showers or thundershowers are likely after 4.00p.m"
"Galle","30","25","95","80","Showers or thundershowers are likely after 4.00p.m"
"Jaffna","31","24","95","75","Mainly fair"
"Kandy","30","20","95","75","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","20","11","90","80","Showers or thundershowers are likely after 2.00p.m"
"Ratnapura","33","23","95","70","Showers or thundershowers after 4.00p.m"
"Trincomalee","30","25","95","75","A few showers"
"Mannar","31","25","95","90","Mainly fair"
