"","","","Kalawana","High Wind","2023.11.13","1","4","","","","","1","","","","",""
"","","","Godakawela","Cutting Faliure/Heavy rain","2023.11.19-13","5","15","","","","","5","","","","",""
"","","රත්නපුර","Opanayaka","Land Slide Risk","2023.11.06","2","7","","","","","","","","","",""
"","5",",uj;jpdGhp","","","","","","","","","","","","","","",""
"","","","Balangoda","Land Slide","2023.11.12","7","29","4","","","1","1","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","",""
"","","","Kuruvita","Lightning","2023.11.12","1","5","","","","","1","","","","",""
"","","","","Land Slide Risk/Cutting","","","","","","","","","","","","",""
"","","","Weligepola","","2023.11.13","3","8","","","","","1","","","","",""
"","","","","Failure","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","",""
"","","","Rathnapura","Cutting Faliure/Heavy rain","2023.11.12","2","7","","","","","2","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","21","75","4","0","0","1","11","0","0","0","0","0"
"","","","Kegalla","Lightning","2023.11.12","1","4","","","","","","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","","",""
"","","","Mawanella","Heavy Rain/Lightning","2023.11.13","4","10","","","","","3","","","","",""
"","6","Nffhiy","","","","","","","","","","","","","","",""
"","","Kegalle","Aranayaka","Lightning","2023.11.13","1","5","","","","","1","","","","",""
"","","","Yatiyanthota","Lightning","2023.11.13","1","4","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","7","23","0","0","0","0","5","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","28","98","4","0","0","1","16","0","0","0","0","0"
"","","යාපනය","PointPedro","","","8","19","","","","","1","","","","",""
"","7","aho;g;ghzk;","","Flood","2023.11.14","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","",""
"","","Jaffna","Chankanai","","","","","","","","","","","1","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","8","19","0","0","0","0","1","0","1","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","8","19","0","0","0","0","1","0","1","0","0","0"
"","","","Nattandiya","","2023.11.08-12","57","275","","","","","","","","","",""
"","","","Arachikattuwa","","2023.11.05-06","59","195","","","","","1","","","","",""
"","","","Mundalama","","2023.11.03-12","918","3190","","","","","","","","","",""
"","","","Wanatavilluwa","","2023.11.08","2","10","","","","","","","","","",""
"","","පුත්තලම","","Flood","","","","","","","","","","","","",""
"වයඹ පලාත","8","","Mahawewa","","2023.11.06-10","40","138","","","","","","","","","",""
"","","Gj;jsk;  Puttalam","","","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","","","","",""
"","","","Dankotuwa","","2023.11.12","27","69","","","","","","","","","",""
"khfhzk;  North","","","","","","","","","","","","","","","","",""
"Western","","","Kalpitiya","","2023.11.06","29","121","","","","","","","","","",""
"","","","Wennappuwa","","2023.11.07-13","66","242","","","","","","","","","",""
"","","","Pallama","High Wind","2023.11.13","1","4","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1199","4244","0","0","0","0","1","0","0","0","0","0"
