"","Weather Forecast for Main Cities","","","Date :","27-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","23","90","60","A few showers"
"Batticaloa","34","26","85","60","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","24","95","75","Showers or thundershowers at times"
"Galle","30","24","95","80","Showers or thundershowers at times"
"Jaffna","31","26","90","75","Mainly fair"
"Kandy","28","22","95","70","Showers at times"
"Nuwara-Eliya","18","14","95","85","Showers at times"
"Ratnapura","30","23","95","75","Showers at times"
"Trincomalee","34","26","80","50","Mainly fair"
"Mannar","32","28","85","70","A few showers"
