"","Weather Forecast for Main Cities","","","Date :","25-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","24","90","40","A few showers"
"Batticaloa","33","25","85","65","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","26","90","70","Showers or thundershowers at times"
"Galle","30","24","90","70","Showers or thundershowers at times"
"Jaffna","31","27","85","70","A few showers"
"Kandy","29","23","95","65","Several spells of showers"
"Nuwara-Eliya","18","14","95","75","Several spells of showers"
"Ratnapura","31","23","95","70","Showers or thundershowers at times"
"Trincomalee","34","26","80","50","Mainly fair"
"Mannar","32","27","80","70","A few showers"
