"","","Thangalle","","2021.10.19","1","4","","","","","1","","","","",""
"","දකුනු පලොත","Katuwana","","2021.10.18","1","4","","","","","1","","","","",""
"","njd; khfhzk;","","High Wind","","","","","","","","","","","","",""
"හම්බනකතොට`","","Weeraketiya","","2021.09.28/30","2","8","","","","","2","","","","",""
"","Southern","","","","","","","","","","","","","","",""
"k;ghe;Njhl;il","","","","","","","","","","","","","","","",""
"Hambantota","","Lunugamwehera","","2021.10.19","4","17","","","","","3","","","","",""
"","දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","","8","33","0","0","0","0","7","0","0","0","0","0"
"","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","","8","33","0","0","0","0","7","0","0","0","0","0"
"","නැකගනහිර පලොත","","","","","","","","","","","","","","",""
"","","Porativu Pattu","High Wind","2021.10.25","2","7","","","","","2","","","","",""
"මඩ ලපුව","fpof;F Eastern","","","","","","","","","","","","","","",""
"kl;lf;fsg;G","","","","","","","","","","","","","","","",""
